tumbol_ID,sum_rain,poverty_rate_living,poverty_rate_health,poverty_rate_education,poverty_rate_income,poverty_rate_accessibility
120203,2615.19,0.0,0.0,0.0,0.225086965,0.081849806
120205,2615.19,0.0,0.0,0.0,0.0,0.0
120208,2615.19,0.0,0.0,0.0,0.0,0.0
120209,2615.19,0.0,0.033361134,0.0,0.033361134,0.0
120251,,0.84317032,8.937605396,0.168634064,24.45193929,0.0
120301,2615.19,0.0,4.856083348,0.0,4.988521985,0.0
120302,2615.19,0.0,2.17626548,0.0,11.16388121,0.0
120304,2615.19,0.0,0.517301994,0.0,9.421927578,0.0
120305,2615.19,0.0,0.789042727,0.0,0.297751973,0.0
120402,2615.19,0.0,0.0,0.0,3.780990709,0.0
120403,2615.19,0.0,0.0,0.0,11.59503894,0.0
120404,2615.19,0.0,0.0,0.0,0.0,0.0
120406,2615.19,0.0,0.0,0.0,1.168614357,0.0
120408,2615.19,0.0,0.0,0.0,3.736498367,0.0
120502,2721.0,0.020517029,0.759130078,0.123102175,5.498563808,0.0
120503,2615.19,0.0,4.93135332,0.0,11.59988792,0.0
120504,2834.54,0.252120101,0.297960119,1.352280541,14.30208572,0.0
120505,2721.0,0.141723356,0.085034014,0.651927438,5.640589569,0.0
120605,2515.8200000000006,4.381015599,21.67275141,1.72585463,4.945237305,0.398274145
120606,2615.19,0.701530612,15.65688776,1.052295918,26.97704082,0.0
120607,2615.19,8.255093003,7.422497786,2.187776794,16.56333038,0.0
120610,2615.19,0.468890893,0.613165014,1.027953111,2.182146078,0.0
120651,,0.937571461,9.901669335,0.045735193,9.329979419,0.0
130102,2422.79,0.095289954,0.0,0.0,13.95317179,0.0
130103,2374.21,0.089047195,0.012721028,0.17809439,2.722299962,0.0
130104,2566.350000000001,0.0,0.0,0.0,0.0,0.0
130108,2540.4700000000003,0.10408535,0.0,0.0,0.10408535,0.0
130109,2614.87,0.143807298,0.701060579,0.0,14.50656121,0.0
130110,2323.84,0.029761905,0.05952381,0.0,6.517857143,0.0
130111,2374.21,0.0,0.0,0.0,3.077373974,0.0
130113,2374.21,1.959005986,2.321784872,0.0,6.765826229,0.0
130114,2422.79,0.0,8.180604442,0.0,10.34106081,0.0
130203,2323.84,0.097943193,1.473703392,0.022777487,0.498826959,0.0
130205,2323.84,0.0,0.04156276,0.0,0.138542533,0.0
130207,2008.05,0.247915258,0.045075501,0.0,2.028397566,0.0
130251,,1.65717245,0.865576681,0.036990456,0.140563735,0.007398091
130352,,0.6473754,0.608376882,0.0,1.450744872,0.0
130354,,0.0,0.0,0.0,0.482033304,0.0
130402,1692.2099999999996,0.0,0.0,0.110111947,1.780143146,0.0
130404,1692.2099999999996,0.0,8.105976975,0.678126478,2.412868633,0.0
130405,1692.2099999999996,0.145137881,1.467505241,0.338655056,1.273988066,0.0
130406,1598.2300000000002,0.049937578,3.620474407,0.0,0.0,0.0
130407,1598.2300000000002,10.33417579,3.791069924,0.673967987,0.0,0.0
130501,2834.54,0.320875802,0.018875047,0.151000378,1.264628162,0.0
130503,2834.54,0.140252454,0.060108195,0.0,0.08014426,0.0
130505,2721.0,0.0,0.086445367,0.0,0.0,0.0
130507,2721.0,0.0,0.0,0.0,0.0,0.0
130551,,0.316856781,0.0,0.0,0.084495142,0.0
130603,2136.0400000000004,0.199225865,1.895491803,0.0,3.255919854,0.0
130604,2074.9,0.037714501,0.452574015,0.0,2.350870576,0.0
130606,1897.8900000000003,0.0,16.68314385,0.0,0.444883836,0.0
130652,,7.639642082,1.179501085,0.0,0.047451193,0.0
130653,,0.252844501,2.296670881,0.0,2.317741256,0.0
130654,,0.0,0.765550239,0.0,5.358851675,0.0
130655,,1.647785788,3.741846893,0.0,4.359766564,0.0
130701,2566.350000000001,0.0,0.0,0.0,6.620209059,0.0
130702,2566.350000000001,0.0,0.0,0.0,8.72569089,0.0
130703,2323.84,0.0,0.0,0.0,10.77475629,0.0
130706,2323.84,0.0,0.0,0.0,9.409924005,0.044702727
130707,2323.84,0.0,0.0,0.0,24.18634333,0.0
130709,2323.84,0.0,0.0,0.0,0.934579439,0.0
130751,,0.0,0.0,0.0,15.10741511,0.0
140107,1920.38,0.0,0.0,0.0,0.0,0.0
140108,1920.38,0.0,0.0,2.911467617,0.0,0.0
140110,1920.38,0.0,0.0,0.692574067,0.0,0.0
140112,1920.38,0.159066808,0.106044539,0.265111347,3.711558855,0.0
140113,1920.38,0.0,0.0,0.660247593,0.0,0.0
140116,1920.38,0.0,0.0,1.339584729,0.0,0.0
140118,1920.38,0.0,0.0,0.176782557,0.0,0.0
140120,1920.38,0.0,0.0,1.071428571,0.0,0.0
140151,,0.282268412,0.333589941,0.179625353,11.44470105,0.0
140152,,0.0,0.0,1.078482328,0.0,0.155925156
140202,1530.8300000000002,0.0,1.10314396,2.426916713,20.84942085,0.0
140203,1530.8300000000002,0.805305542,2.88962577,0.0,17.43249645,0.0
140205,1590.0,4.001159756,4.233111047,1.565671209,14.78689475,0.0
140206,1590.0,1.807723911,0.575184881,0.0,11.21610518,0.0
140207,1590.0,0.298253089,0.213037921,0.766936515,3.025138475,0.0
140208,1760.7900000000002,1.796945193,1.168014376,3.144654088,8.715184187,0.0
140209,1624.64,0.028441411,0.597269625,2.246871445,3.981797497,0.0
140302,1760.7900000000002,0.0,6.573239907,0.967634301,18.05138472,0.0
140303,1920.38,0.19563091,0.032605152,0.81512879,0.130420606,0.0
140304,1920.38,0.0,0.0,0.079459674,1.668653159,0.0
140305,1920.38,0.188821752,0.0,0.755287009,15.67220544,0.0
140306,1920.38,0.0,0.721153846,0.480769231,0.0,0.0
140307,1760.7900000000002,0.0,0.776397516,0.0,0.0,0.0
140312,1760.7900000000002,0.148478099,0.0,0.222717149,0.0,0.0
140401,2566.350000000001,0.151469252,0.03029385,1.029990912,4.786428355,0.0
140405,2658.5199999999995,0.315955766,0.0,0.0,0.947867299,0.0
140406,2658.5199999999995,0.0,1.948051948,0.0,8.070500928,0.0
140408,2658.5199999999995,0.0,0.0,0.0,4.892086331,0.0
140409,2658.5199999999995,0.0,0.0,0.0,9.300184162,0.0
140410,2270.8900000000003,0.0,0.0,0.0,0.0,0.0
140412,2418.630000000001,0.0,0.0,0.670241287,0.0,0.0
140413,2746.55,0.0,0.0,0.0,2.265625,0.0
140414,2746.55,1.141141141,0.960960961,3.783783784,5.705705706,0.0
140415,2834.54,2.309711286,2.362204724,3.254593176,5.6167979,0.0
140416,2566.350000000001,1.592968965,3.542982697,2.471848393,5.218346608,0.0
140418,2834.54,1.624548736,0.541516245,0.631768953,15.79422383,0.0
140420,2323.84,0.0,0.480947096,0.0,1.146873844,0.0
140422,2323.84,0.0,0.0,0.0,0.506146059,0.0
140423,2566.350000000001,0.0,0.0,0.277117973,0.356294537,0.0
140501,2658.5199999999995,0.0,13.68970013,0.782268579,18.77444589,0.0
140502,2270.8900000000003,0.0,0.0,0.0,0.0,0.0
140504,2270.8900000000003,0.0,0.0,0.0,0.0,0.0
140505,2270.8900000000003,0.0,0.0,0.0,0.0,0.0
140510,2658.5199999999995,0.0,0.252525253,0.0,0.252525253,0.0
140511,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140513,2658.5199999999995,0.0,0.0,3.380782918,13.52313167,0.0
140514,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140515,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140516,2270.8900000000003,2.137042062,20.92944369,0.474898236,26.52645862,0.0
140601,2122.13,0.014488554,0.101419878,0.101419878,0.115908432,0.0
140602,2323.84,0.0,0.0,0.0,0.0,0.0
140603,2122.13,0.0,0.0,0.0,0.0,0.0
140607,2122.13,0.0,0.0,0.0,0.0,0.0
140609,1920.38,0.0,0.0,0.19206146,23.17541613,0.0
140610,2122.13,0.737507526,0.30102348,0.105358218,0.0,0.0
140612,2323.84,0.0,2.645502646,0.211640212,0.264550265,0.0
140614,1920.38,0.0,0.0,0.616388687,6.562726613,0.0
140616,1920.38,0.0,0.0,0.0,0.0,0.0
140617,2122.13,0.0,0.0,0.135135135,11.3963964,0.0
140618,2122.13,0.0,0.0,0.0,0.0,0.0
140701,1920.38,0.0,0.0,0.0,0.0,0.0
140705,1760.7900000000002,0.0,0.0,0.0,0.0,0.0
140706,1760.7900000000002,0.0,0.0,0.0,0.0,0.0
140709,1760.7900000000002,0.0,0.0,0.0,0.0,0.0
140710,2113.34,0.0,0.0,0.0,0.0,0.0
140711,1760.7900000000002,0.0,0.0,0.0,0.0,0.0
140713,1920.38,0.0,0.0,0.0,0.0,0.0
140714,1920.38,0.0,0.0,0.0,0.0,0.0
140716,1590.0,0.0,0.0,0.0,0.0,0.0
140717,1590.0,0.0,0.0,0.0,0.0,0.0
140801,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140802,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140804,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140805,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140806,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140808,2719.7400000000007,0.0,0.0,0.0,0.0,0.0
140809,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140811,2496.72,0.0,0.0,0.0,0.0,0.0
140812,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140813,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
140901,1920.38,1.141552511,0.097847358,0.0,0.0,0.0
140902,1712.3199999999997,0.0,0.0,0.0,0.0,0.0
140903,1712.3199999999997,0.0,0.0,0.0,0.0,0.0
140904,1712.3199999999997,0.0,0.0,0.0,0.0,0.0
140905,1673.3499999999997,0.0,0.833796554,0.0,0.0,0.0
141001,2834.54,3.103229892,2.976567448,2.279924003,2.406586447,0.126662445
141005,2834.54,0.291909925,0.125104254,2.627189324,0.834028357,0.208507089
141006,2834.54,1.601164483,0.727802038,3.347889374,4.002911208,0.181950509
141007,2834.54,0.703729768,0.633356791,5.207600281,3.342716397,0.0
141051,,0.093720712,0.0,1.124648547,0.84348641,0.0
141102,2122.13,0.0,0.0,0.0,0.633373934,0.0
141104,2323.84,0.0,0.0,3.149401353,0.0,0.0
141105,1504.2499999999998,0.0,0.0,5.555555556,0.0,0.0
141107,1712.3199999999997,0.0,0.0,4.610492846,1.033386328,0.0
141109,1840.14,0.0,0.0,4.802259887,0.0,0.0
141110,1860.2,1.359084406,0.0,1.001430615,0.178826896,0.0
141202,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
141204,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
141205,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
141210,2658.5199999999995,4.488778055,0.0,0.0,3.075644223,0.0
141211,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
141212,2746.55,0.0,0.0,0.0,0.0,0.0
141213,2746.55,0.0,0.0,0.0,0.0,0.0
141214,2658.5199999999995,0.0,0.0,0.0,0.0,0.0
141251,,2.447552448,2.01048951,0.0,0.0,0.0
141252,,0.0,0.0,0.122070313,0.0,0.0
141301,2658.5199999999995,0.957592339,0.0,1.094391245,8.207934337,0.0
141305,2779.43,0.081201786,8.729192042,1.908241981,17.62078766,0.0
141306,2719.7400000000007,1.287128713,0.792079208,4.158415842,2.475247525,0.0
141351,,0.178380307,0.820549411,2.283267927,10.84552265,0.0
141403,1712.3199999999997,0.299202128,0.332446809,3.058510638,2.32712766,0.0
141404,1712.3199999999997,0.072280448,0.361402241,4.481387785,4.011564872,0.0
141405,1712.3199999999997,0.0,0.039872408,0.757575758,6.459330144,0.0
141406,1920.38,0.0,0.166002656,0.26560425,0.531208499,0.0
141408,1920.38,0.0,0.317460317,4.761904762,3.015873016,0.0
141409,1712.3199999999997,0.0,0.0,2.954256671,12.2935197,0.0
141411,1920.38,0.270819228,0.67704807,1.624915369,14.01489506,0.0
141503,1590.0,0.0,0.0,0.0,0.0,0.0
141504,1590.0,0.0,0.0,0.0,0.0,0.0
141505,1590.0,0.0,0.0,0.0,0.0,0.0
141508,1590.0,0.0,0.0,0.0,0.0,0.0
141510,1947.41,0.0,0.0,0.0,5.492154066,0.0
141511,1947.41,0.0,0.0,0.0,0.0,0.0
141512,1947.41,0.0,0.0,0.0,1.038961039,0.0
141601,1590.0,0.0,0.0,0.0,0.0,0.0
141602,1590.0,0.0,0.279524808,1.886792453,0.0,0.0
141604,1590.0,0.0,1.888412017,0.600858369,0.0,0.0
141605,1947.41,0.0,0.0,0.0,0.0,0.0
150103,2329.36,0.0,0.0,0.077599586,0.20693223,0.0
150104,2329.36,0.029664788,1.364580243,0.355977455,8.128151884,0.0
150105,2329.36,0.0,0.0,0.0,0.705289673,0.0
150106,2329.36,0.0,0.0,0.0,0.065189048,0.0
150107,2329.36,0.0,0.091407678,0.0,2.193784278,0.0
150109,2329.36,0.611916264,0.0,0.0,1.674718196,0.032206119
150110,2329.36,0.114810563,0.574052813,0.0,1.224646001,0.0
150112,1947.41,0.0,0.0,0.0,0.0,0.0
150201,1947.41,7.132459971,4.754973314,0.339640951,2.911208151,0.0
150202,2329.36,1.102362205,1.653543307,0.0,2.283464567,0.0
150203,1947.41,0.623182385,5.442459493,0.124636477,3.40673037,0.0
150204,2329.36,0.352609309,0.705218618,0.0,0.493653032,0.0
150208,1947.41,1.160541586,0.725338491,0.386847195,2.030947776,0.0
150304,2496.72,0.0,1.541251133,0.0,0.0,0.0
150306,2329.36,0.0,0.0,0.0,0.0,0.0
150307,2496.72,0.0,0.0,0.0,0.0,0.0
150351,,0.0,0.0,0.0,0.0,0.0
150401,2329.36,0.0,0.151745068,0.0,1.365705615,0.0
150404,2329.36,0.0,0.237529691,0.0,3.610451306,0.0
150406,2329.36,0.0,0.329815303,0.0,1.846965699,0.0
150408,2238.86,1.104807405,1.552702299,0.0,10.03284563,0.0
150409,2329.36,0.0,0.542888165,0.0,0.0,0.0
150410,2329.36,0.0,0.350954157,0.197411713,8.83965782,0.0
150413,2329.36,0.0,0.063451777,0.0,1.967005076,0.0
150415,2329.36,0.0,0.803212851,0.0,10.16064257,0.0
150451,,0.069613644,1.183431953,0.0,4.698920989,0.0
150452,,0.804020101,1.641541039,0.0,16.41541039,0.0
150501,2238.86,1.497783891,1.100412655,0.657190891,10.20938407,0.0
150502,2329.36,0.0,3.114013059,4.1185334,10.24610748,0.0
150503,2329.36,0.116788321,0.291970803,0.408759124,6.686131387,0.0
150504,2380.03,0.311647838,0.214257889,1.55823919,8.550837554,0.0
150601,2329.36,0.700770848,0.911002102,0.630693763,6.236860547,0.0
150602,2329.36,1.098901099,0.879120879,0.0,10.41758242,0.0
150603,2329.36,0.0,2.576419214,0.0,13.97379913,0.0
150605,2329.36,0.755191945,0.31466331,0.377595972,2.611705475,0.0
150606,2329.36,0.145932142,0.0,0.291864283,5.034658884,0.0
150607,2496.72,0.0,5.152838428,0.611353712,14.3231441,0.0
150609,2329.36,0.043290043,0.12987013,0.0,3.896103896,0.0
150610,2606.53,0.407664085,0.611496127,0.52996331,6.237260497,0.0
150613,2329.36,0.04100041,1.51701517,0.24600246,0.8200082,0.0
150614,2496.72,0.0,0.0,0.0,0.391330524,0.0
150702,2329.36,0.153061224,0.102040816,0.0,4.489795918,0.0
150703,2489.41,0.40210331,1.639344262,0.061862048,3.557067739,0.0
150705,2489.41,0.518754988,0.758180367,0.199521149,3.511572227,0.0
160101,1852.4,2.385546395,4.911419049,2.964392212,4.350114015,0.070163129
160103,1721.21,2.3889261,2.232641215,2.277294039,6.519312347,0.0
160105,1714.17,0.0,0.0,0.223636676,0.361259247,0.0
160107,1852.4,4.939043451,1.469209128,4.095029697,3.719912473,0.0
160108,1721.21,0.0,0.114285714,1.866666667,10.0952381,0.0
160109,1714.17,8.871154291,9.056210965,1.145038168,0.601434189,0.080962295
160111,1590.0,0.0,0.575815739,1.305182342,5.182341651,0.0
160118,1590.0,0.0,0.0,1.24666073,0.0,0.0
160119,1590.0,0.0,0.0,0.13799448,0.413983441,0.0
160120,1721.21,0.0,0.0,0.0,0.0,0.0
160122,1721.21,0.0,0.0,0.109200109,0.668850669,0.0
160124,1590.0,0.292825769,0.292825769,0.0,0.732064422,0.0
160125,1852.4,2.163061564,2.641430948,2.05906822,4.388519135,0.270382696
160151,,0.204918033,1.451502732,0.341530055,3.261612022,0.0
160153,,0.072317038,0.47729245,0.578536303,11.55626266,0.028926815
160201,1755.4499999999998,7.784881534,3.785884418,4.688479378,4.550582926,0.0
160202,1523.7899999999995,0.227394329,0.066880685,1.029962547,3.7988229,0.053504548
160204,1575.92,0.0,0.263157895,2.569659443,0.773993808,0.0
160206,1661.86,0.0,0.0,0.653950954,0.0,0.0
160208,2417.03,0.994073791,0.726438539,3.364557446,1.204358631,0.0
160251,,0.0,0.103199174,0.206398349,0.103199174,0.0
160252,,0.462487153,2.209660843,2.004110997,2.158273381,0.0
160301,2174.5600000000004,0.366810018,0.720971414,3.883126739,3.275992917,0.025297243
160304,2148.4700000000003,75.77948486,2.123813827,7.004066878,0.587437867,0.0
160305,2148.4700000000003,0.137589433,1.472206935,1.183269125,26.22454595,0.16510732
160306,1940.62,0.130718954,1.089324619,7.79956427,0.217864924,0.0
160307,2174.5600000000004,0.235092969,0.064116264,0.555674289,0.042744176,0.0
160308,1732.73,0.355722955,0.104624398,0.523121992,4.729022808,0.0
160320,2454.3499999999995,0.500682749,1.27446518,3.368229404,34.00091033,0.0
160351,,0.148864905,0.0,0.59545962,0.186081131,0.0
160401,1690.46,0.0,8.339952343,5.718824464,6.115965052,0.0
160403,2047.11,21.20856556,6.160164271,2.874743326,7.89087709,0.0
160404,1792.94,3.539426523,11.46953405,11.91756272,12.5,0.0
160406,1913.24,1.34805912,3.362026961,2.923501705,3.91424395,0.016241676
160407,1690.46,0.272108844,4.829931973,4.081632653,17.78911565,0.0
160409,2187.5600000000004,0.605741375,0.474058467,3.371082434,2.633658151,0.0
160410,2377.82,1.160766106,1.625072548,4.120719675,5.803830528,0.0
160414,1690.46,0.350569676,0.175284838,5.039439089,0.0,0.0
160419,1920.03,0.039032006,0.039032006,0.195160031,0.0,0.0
160422,1792.94,0.12012012,0.540540541,3.003003003,0.24024024,0.0
160451,,1.537462105,4.547423127,0.931139021,4.915547856,0.129926375
160501,1995.4600000000005,0.0,0.461065574,0.409836066,3.329918033,0.0
160502,1852.4,0.107440236,0.322320709,0.080580177,3.814128391,0.0
160504,1852.4,0.172626387,0.1972873,0.09864365,2.885326757,0.0
160506,2148.37,0.309023486,0.247218789,0.86526576,9.332509271,0.0
160509,1971.47,0.0,1.368760064,0.0,5.475040258,0.0
160511,1995.4600000000005,0.145985401,0.535279805,0.875912409,8.418491484,0.0
160551,,0.0,1.440733464,0.261951539,6.024885396,0.0
160552,,0.0,0.0,0.281690141,2.042253521,0.0
160601,2528.970000000001,0.681596884,0.973709834,2.190847128,6.718597858,0.0
160604,2454.3499999999995,0.918133129,7.498087223,7.115531752,19.4338179,0.0
160605,1995.4600000000005,3.98874968,6.238813603,4.858092559,8.335464076,0.153413449
160606,1852.4,3.028217481,4.129387474,1.65175499,22.64280798,0.0
160607,2454.3499999999995,1.16,3.48,2.24,19.52,0.0
160608,2260.44,0.628072092,1.665756417,2.293828509,10.6226106,0.0
160609,2148.4700000000003,0.882872278,1.471453796,4.826368452,26.42731018,0.235432607
160612,2454.3499999999995,0.869167429,3.064958829,2.1957914,15.23330284,0.091491308
160614,2454.3499999999995,1.538461538,1.188811189,3.286713287,4.72027972,0.0
160616,2528.970000000001,2.316764954,1.769165965,2.737994945,7.329401853,0.126368997
160618,2377.76,2.570990023,0.613967767,5.257099002,9.708365311,0.076745971
160620,2260.44,4.424333836,6.334841629,3.569632981,18.40120664,0.100553042
160622,2148.4700000000003,0.834855205,1.643621184,3.156796243,10.59222541,0.104356901
160651,,0.242718447,0.910194175,2.002427184,7.281553398,0.0
160702,1814.13,8.198415432,2.893558388,5.959352394,19.63486049,0.0
160704,1939.01,11.62998215,3.420582986,4.669839381,8.447352766,0.0594884
160705,1814.13,3.083247688,7.502569373,4.110996917,6.063720452,0.0
160706,2276.2200000000003,4.540654699,2.006335797,5.20063358,4.065469905,0.0
160802,2063.02,0.433622415,0.133422282,1.234156104,1.901267512,0.0
160803,1894.71,0.293685756,0.80763583,1.027900147,5.50660793,0.0
160804,1894.71,0.429184549,0.0,3.776824034,4.377682403,1.287553648
160901,2566.7400000000007,6.108805901,3.480866759,0.461041955,1.63669894,0.0
160904,2231.27,2.507676561,0.562947799,3.83828045,3.07062436,0.0
160905,2231.27,0.887573964,0.253592561,3.423499577,10.60862215,0.464919696
161001,2568.1100000000006,0.0,0.0,0.514403292,0.411522634,0.0
161002,2377.82,0.0,0.0,0.0,0.326797386,0.0
161005,2568.1100000000006,0.578947368,0.157894737,0.578947368,1.210526316,0.0
161006,2187.5600000000004,0.224517288,0.718455321,4.220925011,3.14324203,0.0
161102,2678.31,13.02521008,10.87493821,4.844290657,21.18141374,0.098863075
161104,2370.640000000001,2.073085032,1.124385102,1.721714687,16.40899508,0.281096275
161105,2417.1,0.294021562,0.784057498,1.992812806,3.887618425,0.0
161151,,2.435530086,2.220630372,2.757879656,6.303724928,0.035816619
170103,2148.37,0.208768267,0.083507307,1.127348643,4.509394572,0.0
170105,2148.37,0.310121229,0.28192839,0.0,6.005074711,0.0
170106,2148.37,0.424741173,0.106185293,2.54844704,2.78736395,0.0
170107,2148.37,0.714285714,0.0,3.5,4.678571429,0.0
170151,,0.04287705,0.0,0.0,1.468538965,0.075034838
170201,2148.37,0.663716814,0.921828909,2.175516224,19.1740413,0.0
170202,2148.37,0.0,0.0,0.454250487,16.28812459,0.0
170203,2154.8,0.0,0.0,0.323624595,13.12477526,0.0
170206,2148.37,0.0,0.0,0.0,16.70555296,0.0
170208,2154.8,0.0,5.087440382,1.510333863,18.12400636,0.0
170301,2154.8,0.100603622,0.0,0.0,0.167672703,0.0
170304,2148.37,0.0,0.0,0.294310007,0.0,0.0
170305,2148.37,0.337647721,0.0,0.281373101,0.562746201,0.281373101
170306,2161.27,0.0,0.0,0.3003003,0.15015015,0.0
170401,2238.86,0.0,0.0,2.235099338,0.124172185,0.0
170402,2148.37,0.0,0.196560197,3.587223587,0.442260442,0.0
170404,2238.86,0.123304562,0.0,2.096177559,0.0,0.024660912
170406,2148.37,0.0,0.0,0.0,0.0,0.0
170501,2238.86,0.232198142,0.490196078,0.103199174,0.799793602,0.0
170503,2148.37,0.0,0.0,0.0,0.0,0.0
170602,2419.0099999999998,0.0,0.0,2.323780015,0.671314227,0.0
170603,2148.37,0.0,0.0,2.380952381,0.0,0.0
170604,2377.76,0.413329889,1.756652028,2.996641695,11.39240506,0.0
170605,2605.62,0.077790743,0.0,1.011279658,7.390120576,0.0
170607,2377.76,0.0,2.596348884,2.920892495,14.68559838,0.0
170608,2605.62,0.348815862,1.28511107,3.065907839,6.425555352,0.0
180103,2232.3300000000004,0.0,0.0,0.0,0.079082641,0.0
180104,2232.3300000000004,0.0,0.0,0.0,0.0,0.0
180105,2232.3300000000004,0.067762155,0.0,0.067762155,3.879383364,0.0
180106,2383.26,0.0,0.0,0.0,0.873757156,0.0
180108,2609.640000000001,0.0,0.497842682,0.08297378,0.879522071,0.0
180201,2534.15,0.0,1.010739103,0.31585597,2.716361339,0.0
180202,2534.15,0.0,0.0,0.0,14.42125237,0.0
180204,2534.15,0.113207547,6.452830189,0.075471698,5.905660377,0.0
180251,,13.3282559,0.99009901,0.304645849,0.228484387,0.0
180252,,0.396039604,0.704070407,0.286028603,3.762376238,0.0
180302,2246.3499999999995,0.280683848,0.0,0.0,1.071701965,0.0
180303,2104.92,0.0,0.0,0.0,1.167315175,0.0
180306,2244.69,0.0,0.0,0.0,0.07870917,0.0
180307,2110.6600000000003,7.303679297,0.0,0.0,4.942339374,0.0
180402,2419.0099999999998,0.044195639,0.088391279,0.0,3.46199175,0.0
180406,2232.3300000000004,0.0,0.0,0.0,0.0,0.0
180407,2419.0099999999998,0.13300399,6.175185256,0.0,8.018240547,0.0
180451,,0.1,0.7,0.0,8.2,0.0
180452,,0.0,0.0,0.0,1.385325808,0.0
180502,2232.3300000000004,0.346420323,0.0,0.0,0.969976905,0.0
180503,2232.3300000000004,0.337537751,0.746136081,0.0,6.004618938,0.0
180504,2287.36,20.30812325,0.600240096,0.080032013,9.363745498,0.080032013
180505,2196.92,0.0,0.601503759,0.056390977,0.244360902,0.0
180507,2154.8,0.0,0.055710306,0.278551532,0.111420613,0.0
180601,2059.5799999999995,0.846784864,0.0,0.0,1.6671077,0.0
180602,2013.8000000000004,0.113943883,0.0,0.0,0.868822105,0.0
180606,2104.92,0.0,0.0,0.06444337,0.257773482,0.0
180607,2232.3300000000004,0.843288826,0.0,0.0,0.515343172,0.0
180651,,0.126262626,0.0,0.0,0.294612795,0.0
180652,,1.505646173,0.0,0.0,1.631116688,0.0
180703,1942.75,0.171652771,0.343305542,0.049043649,3.800882786,0.147130947
180704,2110.6600000000003,1.477572559,3.588390501,0.844327177,7.493403694,0.0
180801,1926.31,0.648570742,0.0,0.0,0.768676435,0.072063416
180802,1906.74,0.357233988,0.0,0.0,0.433784129,0.0
190105,1471.6700000000003,0.0,0.0,0.0,5.007587253,0.0
190106,1471.6700000000003,0.0,0.0,0.0,2.757158006,0.0
190107,1488.5199999999998,0.0,0.0,0.416462518,0.0,0.0
190108,1488.5199999999998,0.0,0.0,0.0,0.132494203,0.0
