tumbol_ID,Factory,BigC Supermarket,Toyota,"shopping malls, department stores, supermarkets","condominium, flat, apartment",village,PT gas station,temple,House / Residence,Gold Shop,building,7-11,poverty_rate_living,poverty_rate_health,poverty_rate_education,poverty_rate_income,poverty_rate_accessibility
110252,0.0002366148341853,0.0014428673089189,0.0016740804826864,0.001431237202231,0.0005285346552838,0.0007795258102836,0.0006033566609358,0.0011743642532438,0.0018652686930808,0.0021419223637803,0.0011071809278801,0.0003103053794273,0.192030725,0.432069131,0.032005121,11.87389982,0.0
110303,0.0001155487575388,0.0008551195500589,0.0006974693686111,0.0003659900494032,0.0005020290067473,0.0002619306612221,0.0009833948498952,0.0003541911095231,0.0009396674016846,0.0011255050063192,0.0006523099179377,0.0004256854252604,0.454890068,0.461782342,0.261906403,1.323316562,0.0
110304,3.795006190056704e-05,0.000115582666098,9.96249565530629e-05,0.0001685202789198,4.273385692593564e-05,2.878075807335094e-05,0.0003870497032866,0.0003195421592018,0.0001722788724992,0.0001588070958966,3.697884384836792e-05,3.134504031980719e-05,0.305176484,12.56405827,0.109402891,0.236079922,0.0
110308,0.0001349892659888,0.0004004960222087,0.0002905545857227,0.0002480929804213,0.0002526218522244,0.0001540044655706,0.0004846786202871,0.0002668007178081,0.000542010418826,0.0008926616589148,0.0001288706789676,0.0001727688962471,3.806602923,3.734439834,0.090203861,1.509411269,0.0
110309,0.0004186299034645,0.0005199115576212,0.000467189974817,0.0005045880753109,0.0005158251358347,0.0004126429070785,0.0006670355280552,0.0003523466280424,0.0008040217570144,0.0010003400942529,0.0004025239235238,0.0002903587870483,0.245941958,3.246433842,3.984259715,19.52779144,0.0
110409,0.0003890516863598,0.0006700219297327,0.000261719555903,0.0003576174654942,0.0002735785359118,0.0002811788532818,0.0008094620308093,0.0001528885462653,0.0002762663584524,0.0007374394982258,0.0002511842213044,0.0002118011258706,0.13050571,6.688417618,3.491027732,11.71288744,0.0
110411,0.0001897858726193,0.0004564903903259,0.0003112166779639,0.0003060364033034,0.0003778636150601,0.0003000968684631,0.0011915173046963,0.0003055403041356,0.000457465895721,0.0006153458416059,0.0003134473140873,0.0001926442224398,0.29717682,8.221892026,2.129767211,17.92966815,0.0
110412,0.0002381075985827,0.0005129423148585,0.000382631902663,0.0002181459987259,0.0002446567478307,0.0002932786291555,0.0006848856708834,6.919577440498768e-05,0.0003972479292408,0.0008225416520465,0.0002065473667664,0.0001934219667991,36.76727909,19.6631671,2.405949256,44.7287839,1.24671916
110452,0.0002381075985827,0.0005129423148585,0.000382631902663,0.0002181459987259,0.0002446567478307,0.0002932786291555,0.0006848856708834,6.919577440498768e-05,0.0003972479292408,0.0008225416520465,0.0002065473667664,0.0001934219667991,3.633657298,7.853953244,0.350232029,15.8479993,0.035023203
110453,0.0002381075985827,0.0005129423148585,0.000382631902663,0.0002181459987259,0.0002446567478307,0.0002932786291555,0.0006848856708834,6.919577440498768e-05,0.0003972479292408,0.0008225416520465,0.0002065473667664,0.0001934219667991,3.124755878,8.788375908,2.273259902,16.0690571,0.023435669
110501,0.0008423237585453,0.0010335544040094,0.0017261262850018,0.0013832259739273,0.0010272281056769,0.0008719379716501,0.0017517489111591,0.0007665683103371,0.001155271996462,0.0016944124413512,0.00108420764623,0.0003087383776296,21.40590289,22.56426531,3.030783878,9.314503332,0.111075849
110502,6.502805624172642e-05,0.0005215606733024,0.0014455425626095,0.0008499926137798,0.0005102758775613,0.0001434119981359,0.0011396874608866,0.000821466518637,0.00062562655923,0.0014460159417629,0.0006338330834917,0.0001958573274082,1.190765492,2.138517618,1.125961928,6.869177805,0.0
110503,0.0005492913270792,0.0007178303340714,0.0009842730290203,0.0005285383446341,0.0009714254151543,0.0004896334396542,0.0012807929122835,0.0005793413116616,0.0013008695763686,0.0007631889685285,0.0007084516428943,0.0005314244731181,14.71088435,13.52040816,0.552721088,0.12755102,0.0
110505,7.911403155569128e-05,0.0006179875902041,0.0004562451424532,0.0004082392160897,0.0003776852604916,0.0001826003285254,0.0009709862756046,0.0003284980062345,0.0005770912426014,0.0004077689070518,0.0002026758811193,4.8625726994912766e-05,7.14178319,5.975041347,1.804239964,4.901518569,0.0
110601,0.0001328131716911,0.0004391566819432,0.0004920292423075,0.0002750151389474,0.0001184483214496,0.0001822968490904,0.0006353586961437,0.0001823274204831,0.0008157668671768,0.0005721772550966,0.0002508067996779,0.0002125181353396,2.023873631,6.19278406,2.077723927,3.567582122,0.040387722
110651,0.0001328131716911,0.0004391566819432,0.0004920292423075,0.0002750151389474,0.0001184483214496,0.0001822968490904,0.0006353586961437,0.0001823274204831,0.0008157668671768,0.0005721772550966,0.0002508067996779,0.0002125181353396,0.531701445,0.160513644,0.22070626,1.424558587,0.0
120108,0.0002509729627787,0.0003148645912485,0.0004760112295709,0.000143921092356,0.0001394504023301,5.927382963459489e-05,0.000464255565917,8.317765818954729e-05,0.0004268200845806,0.0008684864337441,0.000204277159911,0.0001736408495497,0.0,0.955974843,0.0,0.0,0.0
120109,0.000196277370319,0.000172101506972,0.0004924049706486,0.000174857628395,3.962392807641909e-05,8.539798012125452e-05,0.0005662911775685,0.0001201925583613,3.720367349075488e-05,0.0004458212410051,8.082723057069985e-05,7.790178336780858e-05,0.0,0.162513543,0.0,0.0,0.0
120110,0.0002660787744219,0.0001912695468124,0.0004496434398144,0.000198985395298,0.0001872826996454,3.752220387276582e-05,0.0004028900491687,4.751092790260725e-05,5.822960905681938e-05,0.0006580153787155,0.0001480638673061,0.0001250546071954,0.0,0.534759358,0.0,0.103501811,0.0
120152,0.0002660787744219,0.0001912695468124,0.0004496434398144,0.000198985395298,0.0001872826996454,3.752220387276582e-05,0.0004028900491687,4.751092790260725e-05,5.822960905681938e-05,0.0006580153787155,0.0001480638673061,0.0001250546071954,0.0,0.0,0.0,0.0,0.0
120203,0.0002329920866571,5.280424668878636e-05,0.000272223450242,0.0002039245827415,0.0002358101905941,3.426201574512855e-05,0.0001512187375871,0.0001267483078816,0.0003977488662157,0.0011080332190943,8.061049758786969e-05,1.2377936084901506e-05,0.0,0.0,0.0,0.225086965,0.081849806
120205,6.333736271230588e-05,9.601050102751263e-05,0.000223947448039,6.626270039125272e-05,0.0001330478595555,4.639595524695264e-05,0.0003982272757301,0.0001147662244163,0.00021058490036,0.0011316940332453,6.093005984168727e-05,5.389202335460674e-05,0.0,0.0,0.0,0.0,0.0
120208,0.0001824666022906,0.0001587817014387,0.0004213282137427,0.0001795904847851,0.0001402749388132,2.6028561762752617e-05,0.0004842862883095,0.000228309721625,0.0002764779951854,0.0011116237866752,6.387642637226837e-05,4.977759765850729e-05,0.0,0.0,0.0,0.0,0.0
120209,3.115233569060529e-05,0.0003871485412822,0.0004595851687117,0.0004785401806769,0.000265757095976,3.482927254812283e-05,0.0004393308793632,0.000373328828361,0.0004023512010405,0.0014719667256335,0.0003486241140014,9.025662217715524e-05,0.0,0.033361134,0.0,0.033361134,0.0
120251,3.115233569060529e-05,0.0003871485412822,0.0004595851687117,0.0004785401806769,0.000265757095976,3.482927254812283e-05,0.0004393308793632,0.000373328828361,0.0004023512010405,0.0014719667256335,0.0003486241140014,9.025662217715524e-05,0.84317032,8.937605396,0.168634064,24.45193929,0.0
120301,0.0005334262805045,0.0003617130544236,0.0001476983107133,0.0001449003747743,0.0001084046809589,4.949708041999428e-05,0.0005376649262174,0.0001985808678313,0.0004167382140636,0.000687081213408,9.521444033408674e-05,0.0001175940498213,0.0,4.856083348,0.0,4.988521985,0.0
120302,0.0003065750933471,9.42726244754872e-05,0.0005855811933695,0.0001622836560712,0.0004493907992029,7.220283895725019e-05,0.0005071079426247,0.000398663958525,0.0001315524507909,0.0004783757352718,0.0004239332652445,7.357841625015279e-05,0.0,2.17626548,0.0,11.16388121,0.0
120304,0.0001328711375713,0.0001415556219618,0.0002152106161579,5.863931643985877e-05,9.939834638551832e-05,4.728642020182466e-05,0.0001544936735522,0.0003738687195928,0.0002993086511884,8.35501078638737e-05,8.490406282314408e-05,2.302803957681166e-05,0.0,0.517301994,0.0,9.421927578,0.0
120305,0.0003234228252024,0.0005097396030209,0.0006591409386404,0.0002115889622183,0.0002733093661144,2.347169415674489e-05,0.0006965025514672,0.0001810158505982,0.0003950638273229,0.000916814134328,0.0002862622550055,6.851766479173808e-05,0.0,0.789042727,0.0,0.297751973,0.0
120402,0.0002377457105548,0.000511241816095,0.0004733881563974,0.0004941113759866,0.0002795389551969,5.667261461111611e-05,0.0004180401758709,0.0004181840200937,0.000435035579757,0.0007211281614732,6.126616930222729e-05,0.0001136158597834,0.0,0.0,0.0,3.780990709,0.0
120403,8.47782852239958e-05,0.000372624136621,0.0001132653293316,0.0002480897157359,0.0001480454019404,0.0001341704362468,0.0002763676114683,0.0001122873585464,0.0002336627775692,0.0004659274207112,0.000103911122538,0.0001417346774898,0.0,0.0,0.0,11.59503894,0.0
120404,0.0004032360852386,0.0007673323569472,0.0010370175698717,0.0004815300829352,0.0001559578551391,5.230300512660063e-05,0.0005510436866372,0.0001027033054336,0.0004393331928134,0.0010714768671124,0.0005940373028439,5.44965983973084e-05,0.0,0.0,0.0,0.0,0.0
120406,0.0001405281542585,0.0001510037157614,0.0006882500056149,0.0003722620629422,0.000163907425319,0.0001271433199939,0.0004745230637394,0.0007459300909963,0.0010736528268941,0.0009308033755801,0.0005958552345646,0.0001376606665319,0.0,0.0,0.0,1.168614357,0.0
120408,0.0002159184156999,0.0001012518275337,0.0001041068168251,0.0001763155115656,0.0001029632188348,8.839269796479416e-05,0.0002835680143601,0.0003687030774605,0.0002374095541251,0.0002632075175449,8.16442461479548e-05,6.332905065537858e-05,0.0,0.0,0.0,3.736498367,0.0
120502,0.0002165765932154,0.0018035655209442,0.0012602282919416,0.0017854049917629,0.0018152977752335,0.0003980249020014,0.0003195042081397,0.0005923601333226,0.0017429671689335,0.0019230592208548,0.0013139572704869,0.0002730084739832,0.020517029,0.759130078,0.123102175,5.498563808,0.0
120503,0.0001201851935899,0.001131194511474,0.0013146355850635,6.630084710246975e-05,0.0006462998433684,0.0001449924786173,0.0010572173302136,0.0001958107472927,0.0005461476447711,0.0012775484261722,0.0009585576022342,6.344113164091432e-05,0.0,4.93135332,0.0,11.59988792,0.0
120504,0.0003178127718864,0.0018054111373871,0.0011230973577106,0.0018824728008695,0.0023940067596462,0.0006158349280863,0.0005855581997073,0.0006973510616986,0.0018071651442051,0.0018941716939608,0.0010612824204016,0.0002889096476336,0.252120101,0.297960119,1.352280541,14.30208572,0.0
120505,0.0003336266111536,0.0006574570910979,0.0007629473866595,0.0006221606395035,0.0014290662066272,0.0003304273052888,0.0012068849032635,0.0002329421554888,0.0007437771480384,0.0006609607979641,0.0003380093516926,0.0003299218148659,0.141723356,0.085034014,0.651927438,5.640589569,0.0
120605,0.0002790193764468,0.0004562845235519,0.000344206976679,0.0005937466352179,0.0002456642710685,0.0001142684179611,0.0004486328776659,0.0001587359141857,0.0002530226257532,0.0003698210022159,0.0002579153208698,0.0001568112438126,4.381015599,21.67275141,1.72585463,4.945237305,0.398274145
120606,6.917847632061803e-05,0.0006833981300119,0.0001330590856124,0.0004304788737587,0.0003552333107804,7.375706766911889e-05,0.0005564421466332,0.0001415073275938,0.000426023702713,0.0004761317543393,0.000227759607966,7.078290399060643e-05,0.701530612,15.65688776,1.052295918,26.97704082,0.0
120607,0.0004501506655884,0.0004195636431833,0.0005471904529907,0.0003693275159776,0.0002407709805208,0.000214980988204,0.0006007795349364,8.410098180071982e-05,0.0004281764163351,0.0003779505678819,0.0003534872181115,6.185484101159952e-05,8.255093003,7.422497786,2.187776794,16.56333038,0.0
120610,0.0002423553259672,0.0006568294910111,0.0007175044835972,0.000431413669967,0.0004476559556398,0.00012782209661,0.0004597513256798,0.0006773369783171,0.0008836209963831,0.0008898251764522,0.0005089153586145,0.0002342413214238,0.468890893,0.613165014,1.027953111,2.182146078,0.0
120651,0.0002423553259672,0.0006568294910111,0.0007175044835972,0.000431413669967,0.0004476559556398,0.00012782209661,0.0004597513256798,0.0006773369783171,0.0008836209963831,0.0008898251764522,0.0005089153586145,0.0002342413214238,0.937571461,9.901669335,0.045735193,9.329979419,0.0
130102,0.0001219608773179,0.0004039467811026,0.0006833880592071,0.0002485016372412,9.765231638187364e-05,1.4091029246753092e-05,0.0006420482363496,0.0002236158805572,0.0004404775531371,0.0006594596104933,6.363993087817267e-05,9.58878168553394e-05,0.095289954,0.0,0.0,13.95317179,0.0
130103,0.0001285790240061,0.0006684108850291,8.860915603892075e-05,8.52732281642113e-05,0.0001701529999606,4.9461239696110975e-05,0.0002527317358818,0.0003002548820484,0.0002953287055484,0.0004405750980586,7.993424546941026e-05,4.8809003868104906e-05,0.089047195,0.012721028,0.17809439,2.722299962,0.0
130104,0.0002927870203346,0.0004277147987298,0.000331301259629,0.0003219241223841,0.0003953111265211,0.0002784402502447,0.0003775117810647,0.0003326757775101,0.0008246483897066,0.0012285960867011,0.000305055290972,4.871229585724552e-05,0.0,0.0,0.0,0.0,0.0
130108,0.000326255370712,0.0001937423979609,0.0004424929623745,0.0002618264268786,0.0004327882722091,0.0001042738012443,0.0003321573700095,0.0001408144672568,0.0007440745041427,0.0012825851106351,0.0002195607114791,0.000208898379754,0.10408535,0.0,0.0,0.10408535,0.0
130109,0.0001692521404637,0.0006305661742722,0.000669388490645,0.0005115951941598,0.0006532016896917,0.0001740071648577,0.000603632196661,0.0001673900443147,0.0004894382022533,0.0013432257306622,0.0005875740737815,0.0002623078498596,0.143807298,0.701060579,0.0,14.50656121,0.0
130110,0.0002257088678939,0.0007716778981983,0.0005965338341171,0.0005893737827458,0.0005112582945728,6.363340802409458e-05,0.0006213895882101,0.0001778143451799,0.0004594573180771,0.0007772650662379,0.0005878519066518,0.0001592581646058,0.029761905,0.05952381,0.0,6.517857143,0.0
130111,0.000195711217736,0.000213364859529,0.0003619136330475,0.0001688204474697,3.948336163075743e-05,8.257983479497388e-05,0.0001961695763859,0.0001412035592151,0.0005607884075662,0.0002299424431293,9.955249737847232e-05,9.937509865606428e-05,0.0,0.0,0.0,3.077373974,0.0
130113,7.286359028233645e-05,0.0008136466134784,0.0003155066909969,0.0003064268932827,0.000206821659226,0.0001637760277485,0.0003345608086879,5.5981499694367466e-05,0.0002671815278707,0.0005289556226973,0.0003029217156404,9.6678999917478e-05,1.959005986,2.321784872,0.0,6.765826229,0.0
130114,0.0005395430353477,0.0003693790365331,0.0005274023121766,7.935891459344608e-05,6.650922936287396e-05,0.0001303625854626,0.00026230680911,0.0004734185331424,0.000348508044646,0.0004867215879308,1.691780956843561e-05,2.065187475015556e-05,0.0,8.180604442,0.0,10.34106081,0.0
130203,0.0003663144169969,0.0008797121938192,0.0003792221171836,0.0004747424611179,0.0002173949466951,0.0001586185930603,0.0005846398754095,0.0004487207367265,0.0005555908063548,0.0009470045843286,0.000311294480886,0.000363478418695,0.097943193,1.473703392,0.022777487,0.498826959,0.0
130205,0.0008840362628253,0.0012238061036501,0.0010871633996667,0.0004275865594243,0.0005012774851499,9.285229020059832e-05,0.0011907861824951,0.0005845889746557,0.0008820428172956,0.0012824285609133,0.0003790879012915,0.0002224283217531,0.0,0.04156276,0.0,0.138542533,0.0
130207,0.0010306387395389,0.0015218831481472,0.001619666135459,0.0011912732539357,0.0009039441575778,0.0007927500971677,0.0006698619342224,0.0009914633026897,0.0010807517965958,0.001574850370296,0.0003135461476453,0.0003973358239532,0.247915258,0.045075501,0.0,2.028397566,0.0
130251,0.0010306387395389,0.0015218831481472,0.001619666135459,0.0011912732539357,0.0009039441575778,0.0007927500971677,0.0006698619342224,0.0009914633026897,0.0010807517965958,0.001574850370296,0.0003135461476453,0.0003973358239532,1.65717245,0.865576681,0.036990456,0.140563735,0.007398091
130352,0.0010306387395389,0.0015218831481472,0.001619666135459,0.0011912732539357,0.0009039441575778,0.0007927500971677,0.0006698619342224,0.0009914633026897,0.0010807517965958,0.001574850370296,0.0003135461476453,0.0003973358239532,0.6473754,0.608376882,0.0,1.450744872,0.0
130354,0.0010306387395389,0.0015218831481472,0.001619666135459,0.0011912732539357,0.0009039441575778,0.0007927500971677,0.0006698619342224,0.0009914633026897,0.0010807517965958,0.001574850370296,0.0003135461476453,0.0003973358239532,0.0,0.0,0.0,0.482033304,0.0
130402,0.000446241624882,0.0008197710947744,0.0009503590951592,0.0010651396279635,0.0009281152188453,0.0007048745277587,0.001082425919414,0.0008812379484183,0.0007589222594503,0.0011296343569958,0.0006188270337728,0.0007671136968506,0.0,0.0,0.110111947,1.780143146,0.0
130404,0.0011678395028567,0.0020698787419844,0.002361980079586,0.0020807191608211,0.0014091725252865,0.0008021886395448,0.0005607041853103,0.0013004704564161,0.0020049043067196,0.0014836812606058,0.0009112464906378,0.0007101125367503,0.0,8.105976975,0.678126478,2.412868633,0.0
130405,0.0013058089895269,0.0022248319983069,0.0018302825522456,0.0011204125998231,0.0011142641408971,0.0006121268530628,0.0015594871605377,0.0009447077674751,0.0011054767054053,0.0015048081610172,0.0019876862953067,0.0002313829554376,0.145137881,1.467505241,0.338655056,1.273988066,0.0
130406,0.0019821462230952,0.0029650676500675,0.0020463456167642,0.0010487886493549,0.0020997348275465,0.0014353394011439,0.0021179095736794,0.0013362785602907,0.0014418336707082,0.0036445060311703,0.0020419558182672,0.0008654186229824,0.049937578,3.620474407,0.0,0.0,0.0
130407,0.0014649179214335,0.0032136093964936,0.0023704041916378,0.0019433542247707,0.002001035958428,0.0019013045788568,0.0020830495041425,0.000475384248882,0.001620702567112,0.0026021774802221,0.0024364086553229,0.001064007512854,10.33417579,3.791069924,0.673967987,0.0,0.0
130501,0.0004168021970779,0.0014561548564496,0.0009396093796297,0.0005211652386224,0.000546770928913,0.000383489632905,0.0005557789772066,0.0003004581899987,0.0005347447312159,0.0007829688215007,0.0019172640350835,0.0004465178701247,0.320875802,0.018875047,0.151000378,1.264628162,0.0
130503,2.6731796663674363e-05,0.0010212893185293,0.001087900556242,0.0008277603861301,0.0003543010918696,5.980941096752938e-05,0.0002093906309111,0.000467490842141,0.0002544082187778,0.0004739037863445,0.0010190082882755,0.0002388120085025,0.140252454,0.060108195,0.0,0.08014426,0.0
130505,8.607928177703031e-05,0.0005807173866825,0.0011898956489349,0.0002137072355338,0.0005964176355439,0.0002327211743336,0.0001494458136962,0.0003159372219732,0.000952391491911,0.0010768296010306,0.001049900699033,0.0002188803376916,0.0,0.086445367,0.0,0.0,0.0
130507,0.0001644630098037,0.0011018476735429,0.0002516135664764,0.0010708130907388,0.0011112335731985,0.0004583919054558,0.0001609502238421,0.0003885219425054,0.0009604852798781,0.0012392921800202,0.0011415903479377,0.0001415118615768,0.0,0.0,0.0,0.0,0.0
130551,0.0001644630098037,0.0011018476735429,0.0002516135664764,0.0010708130907388,0.0011112335731985,0.0004583919054558,0.0001609502238421,0.0003885219425054,0.0009604852798781,0.0012392921800202,0.0011415903479377,0.0001415118615768,0.316856781,0.0,0.0,0.084495142,0.0
130603,0.0001799664524469,9.612559723438962e-05,0.0009947400026778,0.0002832319152303,0.0001346266452544,5.6406239536188975e-05,0.0002745426038091,0.0003488198368078,0.0009114965455859,0.0005728482421181,0.0003151089739848,8.464662453908558e-05,0.199225865,1.895491803,0.0,3.255919854,0.0
130604,0.0003811046951175,0.0004300546579222,0.0010846927483627,0.0004803696732657,0.0004903945841336,4.5844242542293246e-05,0.0005038992063965,0.0004353530079406,0.001311293518382,0.001161772756735,0.0003303893190934,0.000200238140892,0.037714501,0.452574015,0.0,2.350870576,0.0
130606,0.000608884153246,0.0017293028253783,0.0019568595917951,0.0015799888437596,0.0016310906496896,0.000629564294759,0.0011533595813005,0.0006248215039715,0.0020969618005406,0.0015313920369575,0.0011401004697727,0.0002803965101219,0.0,16.68314385,0.0,0.444883836,0.0
130652,0.000608884153246,0.0017293028253783,0.0019568595917951,0.0015799888437596,0.0016310906496896,0.000629564294759,0.0011533595813005,0.0006248215039715,0.0020969618005406,0.0015313920369575,0.0011401004697727,0.0002803965101219,7.639642082,1.179501085,0.0,0.047451193,0.0
130653,0.000608884153246,0.0017293028253783,0.0019568595917951,0.0015799888437596,0.0016310906496896,0.000629564294759,0.0011533595813005,0.0006248215039715,0.0020969618005406,0.0015313920369575,0.0011401004697727,0.0002803965101219,0.252844501,2.296670881,0.0,2.317741256,0.0
130654,0.000608884153246,0.0017293028253783,0.0019568595917951,0.0015799888437596,0.0016310906496896,0.000629564294759,0.0011533595813005,0.0006248215039715,0.0020969618005406,0.0015313920369575,0.0011401004697727,0.0002803965101219,0.0,0.765550239,0.0,5.358851675,0.0
130655,0.000608884153246,0.0017293028253783,0.0019568595917951,0.0015799888437596,0.0016310906496896,0.000629564294759,0.0011533595813005,0.0006248215039715,0.0020969618005406,0.0015313920369575,0.0011401004697727,0.0002803965101219,1.647785788,3.741846893,0.0,4.359766564,0.0
130701,0.0001351801238957,0.0004771907380829,0.0007303225067816,0.0005205305169296,0.0005435227230207,0.0003978925095234,0.0003465398988511,0.0004667473233405,0.0009471644610263,0.0011305871716555,0.000603670200613,0.0003470979019332,0.0,0.0,0.0,6.620209059,0.0
130702,0.0001702068828478,0.0012278770171027,0.0014897402153165,0.0004705318948823,0.0010045844907349,0.0006677909617049,0.0009623403742156,0.000309616623956,0.0010183827673822,0.0010388591319717,0.0013645107244264,0.0005250205380557,0.0,0.0,0.0,8.72569089,0.0
130703,7.95309838198864e-05,0.0001353158391664,0.0004524958496231,0.0001126226955957,0.0005203587029248,7.714449484793619e-05,0.0002285648914929,0.0004074071784928,0.0007368302656291,0.0014044914264214,0.0003323350466179,7.773043627866736e-05,0.0,0.0,0.0,10.77475629,0.0
130706,0.0001518085859619,0.0007047230687411,0.0008384037413337,0.0004753264447316,0.0004091294777999,0.0003420599981276,0.0008854196142606,0.0003295081414485,0.0007896103216115,0.0007125989510261,0.0004229761697418,0.000263583794008,0.0,0.0,0.0,9.409924005,0.044702727
130707,0.000377369908643,0.0005238733629358,0.0007935473727764,0.0004790587391394,0.000780519145716,0.0004208660422595,0.0003917759768008,0.0003810107341651,0.0008791941351773,0.001175422718258,0.0006985262152904,0.0003870152238421,0.0,0.0,0.0,24.18634333,0.0
130709,5.254573068783367e-05,0.0005735181613071,0.0008982119846539,0.000835029157246,0.0005047625954978,0.0005639656062435,0.0010400818898549,0.0005223530971618,0.0011989621024531,0.0005540345182624,0.0005680963156256,0.0001511667469063,0.0,0.0,0.0,0.934579439,0.0
130751,5.254573068783367e-05,0.0005735181613071,0.0008982119846539,0.000835029157246,0.0005047625954978,0.0005639656062435,0.0010400818898549,0.0005223530971618,0.0011989621024531,0.0005540345182624,0.0005680963156256,0.0001511667469063,0.0,0.0,0.0,15.10741511,0.0
140107,0.000990254462887,0.0011973662798873,0.0014255171782705,0.0010830417656407,0.0008451277652242,0.0006694064528817,0.0005304547821529,0.0005442079646765,0.000308742199377,0.0012144287934494,0.0008822061594182,0.0004781953415145,0.0,0.0,0.0,0.0,0.0
140108,0.0001105403736508,0.0005119785264996,0.0013821214277858,0.0005216124002694,0.0005339647368106,0.0001802060302808,0.0002228943274669,0.000299621776411,0.0003070521165681,0.000533526331431,0.0004959985612596,0.0002208129084779,0.0,0.0,2.911467617,0.0,0.0
140110,0.000367098345106,0.0004908304446966,0.0014493043568165,0.0004878356939051,0.0006105221329233,0.0003532219873284,0.00049620089516,0.0004975829369549,0.0006721050327257,0.0004962437510093,0.0006058320918848,0.0001807166829625,0.0,0.0,0.692574067,0.0,0.0
140112,0.0004762624845233,0.0007001041113406,0.0016723461087607,0.0007025873089988,0.0007319475696544,0.0001042706186513,0.0005192048102473,0.0004178172007028,0.0004139869011824,0.0007140162949061,0.0007693008393058,0.0001137434901564,0.159066808,0.106044539,0.265111347,3.711558855,0.0
140113,0.0005950717733982,0.0005076447553596,0.0007810915507073,0.0003624841011718,0.0002823065292413,0.0001761902526327,0.0006755360615301,0.0002404800310663,0.0004609758061621,0.0002936655774253,0.0003018383570537,0.0002027379255459,0.0,0.0,0.660247593,0.0,0.0
