"TUMBOL_ID","TUMBOL_NAME","AMPHUR_ID","AMPHUR_NAME","PROVINCE_ID","PROVINCE_NAME","TOTAL_POPULATION","TESABAN_FLAG","TNAME","MAP_TUMBOL_ID"
"150306","นรสิงห์","1503","ป่าโมก","15","อ่างทอง",2069,0,"นรสิงห์","150306"
"150415","คำหยาด","1504","โพธิ์ทอง","15","อ่างทอง",2490,0,"คำหยาด","150415"
"190113","ตลิ่งชัน","1901","เมืองสระบุรี","19","สระบุรี",3616,0,"ตลิ่งชัน","190113"
"190312","หนองแขม","1903","หนองแค","19","สระบุรี",2032,0,"หนองแขม","190312"
"190406","เจริญธรรม","1904","วิหารแดง","19","สระบุรี",4622,0,"เจริญธรรม","190406"
"190602","บางโขมด","1906","บ้านหมอ","19","สระบุรี",4860,0,"บางโขมด","190602"
"191107","ลำพญากลาง","1911","มวกเหล็ก","19","สระบุรี",6878,0,"ลำพญากลาง","191107"
"191301","เขาดินพัฒนา","1913","เฉลิมพระเกียรติ","19","สระบุรี",2404,0,"เขาดินพัฒนา","191301"
"200151","เทศบาลเมือง ชลบุรี","2001","เมืองชลบุรี","20","ชลบุรี",5983,1,"ชลบุรี",""
"200404","โป่ง","2004","บางละมุง","20","ชลบุรี",5204,0,"โป่ง","200404"
"200407","ตะเคียนเตี้ย","2004","บางละมุง","20","ชลบุรี",11054,0,"ตะเคียนเตี้ย","200407"
"200454","เทศบาลตำบล ห้วยใหญ่","2004","บางละมุง","20","ชลบุรี",12735,1,"ห้วยใหญ่","200406"
"200509","บางนาง","2005","พานทอง","20","ชลบุรี",4593,0,"บางนาง","200509"
"200602","หน้าพระธาตุ","2006","พนัสนิคม","20","ชลบุรี",3431,0,"หน้าพระธาตุ","200602"
"200618","บ้านช้าง","2006","พนัสนิคม","20","ชลบุรี",5684,0,"บ้านช้าง","200618"
"201004","ธาตุทอง","2010","บ่อทอง","20","ชลบุรี",5340,0,"ธาตุทอง","201004"
"210153","เทศบาลตำบล แกลง-กะเฉด","2101","เมืองระยอง","21","ระยอง",2565,1,"แกลง-กะเฉด",""
"210252","เทศบาลตำบล สำนักท้อน","2102","บ้านฉาง","21","ระยอง",5487,1,"สำนักท้อน","210201"
"210303","ชากโดน","2103","แกลง","21","ระยอง",4145,0,"ชากโดน","210303"
"210404","พลงตาเอี่ยม","2104","วังจันทร์","21","ระยอง",3690,0,"พลงตาเอี่ยม","210404"
"210507","ชากบก","2105","บ้านค่าย","21","ระยอง",5099,0,"ชากบก","210507"
"210551","เทศบาลตำบล บ้านค่าย","2105","บ้านค่าย","21","ระยอง",1428,1,"บ้านค่าย","210501"
"210601","ปลวกแดง","2106","ปลวกแดง","21","ระยอง",5811,0,"ปลวกแดง","210601"
"220211","ตกพรม","2202","ขลุง","22","จันทบุรี",2864,0,"ตกพรม","220211"
"220305","พลอยแหวน","2203","ท่าใหม่","22","จันทบุรี",1240,0,"พลอยแหวน","220305"
"220308","สองพี่น้อง","2203","ท่าใหม่","22","จันทบุรี",4765,0,"สองพี่น้อง","220308"
"230404","หนองบอน","2304","บ่อไร่","23","ตราด",2243,0,"หนองบอน","230404"
"230701","เกาะช้าง","2307","เกาะช้าง","23","ตราด",2119,0,"เกาะช้าง","230701"
"240109","บางขวัญ","2401","เมืองฉะเชิงเทรา","24","ฉะเชิงเทรา",5278,0,"บางขวัญ","240109"
"240115","หนามแดง","2401","เมืองฉะเชิงเทรา","24","ฉะเชิงเทรา",2498,0,"หนามแดง","240115"
"240303","สิงโตทอง","2403","บางน้ำเปรี้ยว","24","ฉะเชิงเทรา",4231,0,"สิงโตทอง","240303"
"240351","เทศบาลตำบล ดอนฉิมพลี","2403","บางน้ำเปรี้ยว","24","ฉะเชิงเทรา",336,1,"ดอนฉิมพลี","240308"
"240503","คลองขุด","2405","บ้านโพธิ์","24","ฉะเชิงเทรา",1855,0,"คลองขุด","240503"
"240602","บ้านซ่อง","2406","พนมสารคาม","24","ฉะเชิงเทรา",6163,0,"บ้านซ่อง","240602"
"240951","เทศบาลตำบล ทุ่งสะเดา","2409","แปลงยาว","24","ฉะเชิงเทรา",1754,1,"ทุ่งสะเดา",""
"250107","ดงพระราม","2501","เมืองปราจีนบุรี","25","ปราจีนบุรี",8034,0,"ดงพระราม","250107"
"250213","เขาไม้แก้ว","2502","กบินทร์บุรี","25","ปราจีนบุรี",6096,0,"เขาไม้แก้ว","250213"
"250609","กระทุ่มแพ้ว","2506","บ้านสร้าง","25","ปราจีนบุรี",1014,0,"กระทุ่มแพ้ว","250609"
"250651","เทศบาลตำบล บ้านสร้าง","2506","บ้านสร้าง","25","ปราจีนบุรี",1392,1,"บ้านสร้าง","250601"
"250701","ประจันตคาม","2507","ประจันตคาม","25","ปราจีนบุรี",3203,0,"ประจันตคาม","250701"
"250709","โพธิ์งาม","2507","ประจันตคาม","25","ปราจีนบุรี",7804,0,"โพธิ์งาม","250709"
"250801","ศรีมหาโพธิ","2508","ศรีมหาโพธิ","25","ปราจีนบุรี",6689,0,"ศรีมหาโพธิ","250801"
"260105","ท่าทราย","2601","เมืองนครนายก","26","นครนายก",2377,0,"ท่าทราย","260105"
"260109","ศรีนาวา","2601","เมืองนครนายก","26","นครนายก",3249,0,"ศรีนาวา","260109"
"260351","เทศบาลตำบล บ้านนา","2603","บ้านนา","26","นครนายก",2465,1,"บ้านนา","260301"
"270105","ท่าแยก","2701","เมืองสระแก้ว","27","สระแก้ว",7220,0,"ท่าแยก","270105"
"270106","ท่าเกษม","2701","เมืองสระแก้ว","27","สระแก้ว",4645,0,"ท่าเกษม","270106"
"270152","เทศบาลตำบล ท่าเกษม","2701","เมืองสระแก้ว","27","สระแก้ว",2137,1,"ท่าเกษม","270106"
"270503","ผักขะ","2705","วัฒนานคร","27","สระแก้ว",3561,0,"ผักขะ","270503"
"270608","บ้านใหม่หนองไทร","2706","อรัญประเทศ","27","สระแก้ว",5889,0,"บ้านใหม่หนองไทร","270608"
"270703","พระเพลิง","2707","เขาฉกรรจ์","27","สระแก้ว",10023,0,"พระเพลิง","270703"
"300103","หนองจะบก","3001","เมืองนครราชสีมา","30","นครราชสีมา",4860,0,"หนองจะบก","300103"
"300106","หนองระเวียง","3001","เมืองนครราชสีมา","30","นครราชสีมา",9874,0,"หนองระเวียง","300106"
"300125","หนองไข่น้ำ","3001","เมืองนครราชสีมา","30","นครราชสีมา",4490,0,"หนองไข่น้ำ","300125"
"300156","เทศบาลตำบล โคกกรวด","3001","เมืองนครราชสีมา","30","นครราชสีมา",4963,1,"โคกกรวด","300117"
"300201","แชะ","3002","ครบุรี","30","นครราชสีมา",6080,0,"แชะ","300201"
"300405","บ้านปรางค์","3004","คง","30","นครราชสีมา",6348,0,"บ้านปรางค์","300405"
"300502","วังโพธิ์","3005","บ้านเหลื่อม","30","นครราชสีมา",1787,0,"วังโพธิ์","300502"
"160614","ดอนดึง","1606","บ้านหมี่","16","ลพบุรี",2860,0,"ดอนดึง","160614"
"161001","ลำสนธิ","1610","ลำสนธิ","16","ลพบุรี",1944,0,"ลำสนธิ","161001"
"180103","ท่าชัย","1801","เมืองชัยนาท","18","ชัยนาท",5058,0,"ท่าชัย","180103"
"180306","หนองขุ่น","1803","วัดสิงห์","18","ชัยนาท",2541,0,"หนองขุ่น","180306"
"330606","โนนปูน","3306","ไพรบึง","33","ศรีสะเกษ",2355,0,"โนนปูน","330606"
"330705","สมอ","3307","ปรางค์กู่","33","ศรีสะเกษ",4491,0,"สมอ","330705"
"330902","เมืองแคน","3309","ราษีไศล","33","ศรีสะเกษ",4635,0,"เมืองแคน","330902"
"331205","จานแสนไชย","3312","ห้วยทับทัน","33","ศรีสะเกษ",4325,0,"จานแสนไชย","331205"
"331302","บก","3313","โนนคูณ","33","ศรีสะเกษ",7217,0,"บก","331302"
"331303","โพธิ์","3313","โนนคูณ","33","ศรีสะเกษ",4167,0,"โพธิ์","331303"
"331504","เขิน","3315","น้ำเกลี้ยง","33","ศรีสะเกษ",5671,0,"เขิน","331504"
"331802","ตาโกน","3318","เมืองจันทร์","33","ศรีสะเกษ",3719,0,"ตาโกน","331802"
"331902","หนองหว้า","3319","เบญจลักษ์","33","ศรีสะเกษ",5028,0,"หนองหว้า","331902"
"300709","ละลมใหม่พัฒนา","3007","โชคชัย","30","นครราชสีมา",5526,0,"ละลมใหม่พัฒนา","300709"
"300914","มะค่า","3009","โนนไทย","30","นครราชสีมา",2637,0,"มะค่า","300914"
"301105","พะงาด","3011","ขามสะแกแสง","30","นครราชสีมา",3805,0,"พะงาด","301105"
"301206","ดอนตะหนิน","3012","บัวใหญ่","30","นครราชสีมา",2648,0,"ดอนตะหนิน","301206"
"301420","บ่อปลาทอง","3014","ปักธงชัย","30","นครราชสีมา",3716,0,"บ่อปลาทอง","301420"
"301601","ห้วยแถลง","3016","ห้วยแถลง","30","นครราชสีมา",5070,0,"ห้วยแถลง","301601"
"301609","ตะโก","3016","ห้วยแถลง","30","นครราชสีมา",2574,0,"ตะโก","301609"
"301902","โป่งแดง","3019","ขามทะเลสอ","30","นครราชสีมา",3889,0,"โป่งแดง","301902"
"301903","พันดุง","3019","ขามทะเลสอ","30","นครราชสีมา",4179,0,"พันดุง","301903"
"302052","เทศบาลตำบล คลองไผ่","3020","สีคิ้ว","30","นครราชสีมา",1717,1,"คลองไผ่","302010"
"302102","กลางดง","3021","ปากช่อง","30","นครราชสีมา",3706,0,"กลางดง","302102"
"302108","โป่งตาลอง","3021","ปากช่อง","30","นครราชสีมา",3269,0,"โป่งตาลอง","302108"
"302202","สารภี","3022","หนองบุญมาก","30","นครราชสีมา",6539,0,"สารภี","302202"
"302205","แหลมทอง","3022","หนองบุญมาก","30","นครราชสีมา",4058,0,"แหลมทอง","302205"
"302404","วังหิน","3024","โนนแดง","30","นครราชสีมา",3141,0,"วังหิน","302404"
"302604","วังยายทอง","3026","เทพารักษ์","30","นครราชสีมา",3023,0,"วังยายทอง","302604"
"310108","บ้านยาง","3101","เมืองบุรีรัมย์","31","บุรีรัมย์",8961,0,"บ้านยาง","310108"
"310406","หนองโบสถ์","3104","นางรอง","31","บุรีรัมย์",6408,0,"หนองโบสถ์","310406"
"310603","ตาจง","3106","ละหานทราย","31","บุรีรัมย์",11529,0,"ตาจง","310603"
"310604","สำโรงใหม่","3106","ละหานทราย","31","บุรีรัมย์",6990,0,"สำโรงใหม่","310604"
"310703","บ้านไทร","3107","ประโคนชัย","31","บุรีรัมย์",5648,0,"บ้านไทร","310703"
"310714","ตะโกตาพิ","3107","ประโคนชัย","31","บุรีรัมย์",4364,0,"ตะโกตาพิ","310714"
"310801","บ้านกรวด","3108","บ้านกรวด","31","บุรีรัมย์",5205,0,"บ้านกรวด","310801"
"310909","บ้านยาง","3109","พุทไธสง","31","บุรีรัมย์",5344,0,"บ้านยาง","310909"
"311111","ท่าม่วง","3111","สตึก","31","บุรีรัมย์",4794,0,"ท่าม่วง","311111"
"311406","เมืองฝ้าย","3114","หนองหงส์","31","บุรีรัมย์",5154,0,"เมืองฝ้าย","311406"
"311503","ป่าชัน","3115","พลับพลาชัย","31","บุรีรัมย์",4147,0,"ป่าชัน","311503"
"311904","กู่สวนแตง","3119","บ้านใหม่ไชยพจน์","31","บุรีรัมย์",2242,0,"กู่สวนแตง","311904"
"312002","ส้มป่อย","3120","โนนดินแดง","31","บุรีรัมย์",3803,0,"ส้มป่อย","312002"
"312103","วังเหนือ","3121","บ้านด่าน","31","บุรีรัมย์",2608,0,"วังเหนือ","312103"
"320209","หนองเรือ","3202","ชุมพลบุรี","32","สุรินทร์",4021,0,"หนองเรือ","320209"
"320911","กุดหวาย","3209","ศีขรภูมิ","32","สุรินทร์",5487,0,"กุดหวาย","320911"
"320912","ขวาวใหญ่","3209","ศีขรภูมิ","32","สุรินทร์",3639,0,"ขวาวใหญ่","320912"
"321001","สังขะ","3210","สังขะ","32","สุรินทร์",6807,0,"สังขะ","321001"
"321012","ทับทัน","3210","สังขะ","32","สุรินทร์",7864,0,"ทับทัน","321012"
"321205","ศรีสุข","3212","สำโรงทาบ","32","สุรินทร์",2266,0,"ศรีสุข","321205"
"321210","ประดู่","3212","สำโรงทาบ","32","สุรินทร์",2246,0,"ประดู่","321210"
"330111","โพนข่า","3301","เมืองศรีสะเกษ","33","ศรีสะเกษ",4350,0,"โพนข่า","330111"
"330301","ดูน","3303","กันทรารมย์","33","ศรีสะเกษ",5183,0,"ดูน","330301"
"330307","ทาม","3303","กันทรารมย์","33","ศรีสะเกษ",4652,0,"ทาม","330307"
"330312","หนองบัว","3303","กันทรารมย์","33","ศรีสะเกษ",2573,0,"หนองบัว","330312"
"330413","ชำ","3304","กันทรลักษ์","33","ศรีสะเกษ",3742,0,"ชำ","330413"
"330416","หนองหญ้าลาด","3304","กันทรลักษ์","33","ศรีสะเกษ",4594,0,"หนองหญ้าลาด","330416"
"330425","ภูผาหมอก","3304","กันทรลักษ์","33","ศรีสะเกษ",2919,0,"ภูผาหมอก","330425"
"330513","ตะเคียน","3305","ขุขันธ์","33","ศรีสะเกษ",3673,0,"ตะเคียน","330513"
"330522","ห้วยสำราญ","3305","ขุขันธ์","33","ศรีสะเกษ",4116,0,"ห้วยสำราญ","330522"
"330604","สำโรงพลัน","3306","ไพรบึง","33","ศรีสะเกษ",6350,0,"สำโรงพลัน","330604"
"341408","หนองไข่นก","3414","ม่วงสามสิบ","34","อุบลราชธานี",3146,0,"หนองไข่นก","341408"
"341507","คูเมือง","3415","วารินชำราบ","34","อุบลราชธานี",5938,0,"คูเมือง","341507"
"341511","บุ่งหวาย","3415","วารินชำราบ","34","อุบลราชธานี",7811,0,"บุ่งหวาย","341511"
"342502","ช่องเม็ก","3425","สิรินธร","34","อุบลราชธานี",6255,0,"ช่องเม็ก","342502"
"343203","บุ่งมะแลง","3432","สว่างวีระวงศ์","34","อุบลราชธานี",4592,0,"บุ่งมะแลง","343203"
"350104","สำราญ","3501","เมืองยโสธร","35","ยโสธร",5664,0,"สำราญ","350104"
"350404","โพนทัน","3504","คำเขื่อนแก้ว","35","ยโสธร",2340,0,"โพนทัน","350404"
"350505","ศรีฐาน","3505","ป่าติ้ว","35","ยโสธร",4501,0,"ศรีฐาน","350505"
"350601","ฟ้าหยาด","3506","มหาชนะชัย","35","ยโสธร",6859,0,"ฟ้าหยาด","350601"
"350703","น้ำอ้อม","3507","ค้อวัง","35","ยโสธร",3306,0,"น้ำอ้อม","350703"
"360107","ชีลอง","3601","เมืองชัยภูมิ","36","ชัยภูมิ",8448,0,"ชีลอง","360107"
"360110","หนองนาแซง","3601","เมืองชัยภูมิ","36","ชัยภูมิ",5383,0,"หนองนาแซง","360110"
"360112","หนองไผ่","3601","เมืองชัยภูมิ","36","ชัยภูมิ",5244,0,"หนองไผ่","360112"
"360201","บ้านเขว้า","3602","บ้านเขว้า","36","ชัยภูมิ",9565,0,"บ้านเขว้า","360201"
"360401","บ้านยาง","3604","เกษตรสมบูรณ์","36","ชัยภูมิ",8547,0,"บ้านยาง","360401"
"360511","วังชมภู","3605","หนองบัวแดง","36","ชัยภูมิ",6313,0,"วังชมภู","360511"
"361101","บ้านแท่น","3611","บ้านแท่น","36","ชัยภูมิ",8531,0,"บ้านแท่น","361101"
"361208","เก่าย่าดี","3612","แก้งคร้อ","36","ชัยภูมิ",2103,0,"เก่าย่าดี","361208"
"361307","ทุ่งนาเลา","3613","คอนสาร","36","ชัยภูมิ",5651,0,"ทุ่งนาเลา","361307"
"361404","แหลมทอง","3614","ภักดีชุมพล","36","ชัยภูมิ",4290,0,"แหลมทอง","361404"
"370103","นาจิก","3701","เมืองอำนาจเจริญ","37","อำนาจเจริญ",3643,0,"นาจิก","370103"
"370107","คึมใหญ่","3701","เมืองอำนาจเจริญ","37","อำนาจเจริญ",3383,0,"คึมใหญ่","370107"
"370119","นาแต้","3701","เมืองอำนาจเจริญ","37","อำนาจเจริญ",3800,0,"นาแต้","370119"
"370701","อำนาจ","3707","ลืออำนาจ","37","อำนาจเจริญ",3198,0,"อำนาจ","370701"
"380110","วิศิษฐ์","3801","เมืองบึงกาฬ","38","บึงกาฬ",7469,0,"วิศิษฐ์","380110"
"380111","คำนาดี","3801","เมืองบึงกาฬ","38","บึงกาฬ",4193,0,"คำนาดี","380111"
"380506","นาดง","3805","ปากคาด","38","บึงกาฬ",3160,0,"นาดง","380506"
"390151","เทศบาลเมือง หนองบัวลำภู","3901","เมืองหนองบัวลำภู","39","หนองบัวลำภู",12889,1,"หนองบัวลำภู",""
"390211","ดงสวรรค์","3902","นากลาง","39","หนองบัวลำภู",4487,0,"ดงสวรรค์","390211"
"390301","โนนสัง","3903","โนนสัง","39","หนองบัวลำภู",5761,0,"โนนสัง","390301"
"390307","โคกใหญ่","3903","โนนสัง","39","หนองบัวลำภู",2316,0,"โคกใหญ่","390307"
"390412","หันนางาม","3904","ศรีบุญเรือง","39","หนองบัวลำภู",4118,0,"หันนางาม","390412"
"390506","สุวรรณคูหา","3905","สุวรรณคูหา","39","หนองบัวลำภู",2762,0,"สุวรรณคูหา","390506"
"390603","วังทอง","3906","นาวัง","39","หนองบัวลำภู",5517,0,"วังทอง","390603"
"400110","บ้านค้อ","4001","เมืองขอนแก่น","40","ขอนแก่น",8975,0,"บ้านค้อ","400110"
"400118","โนนท่อน","4001","เมืองขอนแก่น","40","ขอนแก่น",6887,0,"โนนท่อน","400118"
"400304","หนองแวง","4003","พระยืน","40","ขอนแก่น",2937,0,"หนองแวง","400304"
"400403","บ้านกง","4004","หนองเรือ","40","ขอนแก่น",4576,0,"บ้านกง","400403"
"400508","วังหินลาด","4005","ชุมแพ","40","ขอนแก่น",5488,0,"วังหินลาด","400508"
"400510","หนองเขียด","4005","ชุมแพ","40","ขอนแก่น",5206,0,"หนองเขียด","400510"
"400909","ดูนสาด","4009","กระนวน","40","ขอนแก่น",6149,0,"ดูนสาด","400909"
"401014","หินตั้ง","4010","บ้านไผ่","40","ขอนแก่น",5064,0,"หินตั้ง","401014"
"401103","ขามป้อม","4011","เปือยน้อย","40","ขอนแก่น",3214,0,"ขามป้อม","401103"
"401301","คอนฉิม","4013","แวงใหญ่","40","ขอนแก่น",3312,0,"คอนฉิม","401301"
"401302","ใหม่นาเพียง","4013","แวงใหญ่","40","ขอนแก่น",5699,0,"ใหม่นาเพียง","401302"
"401303","โนนทอง","4013","แวงใหญ่","40","ขอนแก่น",3853,0,"โนนทอง","401303"
"401506","หนองเม็ก","4015","หนองสองห้อง","40","ขอนแก่น",4944,0,"หนองเม็ก","401506"
"401606","นาชุมแสง","4016","ภูเวียง","40","ขอนแก่น",4049,0,"นาชุมแสง","401606"
"401703","หนองแปน","4017","มัญจาคีรี","40","ขอนแก่น",5474,0,"หนองแปน","401703"
"401704","โพนเพ็ก","4017","มัญจาคีรี","40","ขอนแก่น",4867,0,"โพนเพ็ก","401704"
"402103","บ้านโนน","4021","ซำสูง","40","ขอนแก่น",5103,0,"บ้านโนน","402103"
"402501","โนนศิลา","4025","โนนศิลา","40","ขอนแก่น",987,0,"โนนศิลา","402501"
"402903","เขาน้อย","4029","เวียงเก่า","40","ขอนแก่น",3834,0,"เขาน้อย","402903"
"410103","บ้านขาว","4101","เมืองอุดรธานี","41","อุดรธานี",7725,0,"บ้านขาว","410103"
"410106","โนนสูง","4101","เมืองอุดรธานี","41","อุดรธานี",5989,0,"โนนสูง","410106"
"410114","สามพร้าว","4101","เมืองอุดรธานี","41","อุดรธานี",14632,0,"สามพร้าว","410114"
"410158","เทศบาลตำบล หนองบัว","4101","เมืองอุดรธานี","41","อุดรธานี",16346,1,"หนองบัว","410104"
"410409","เสอเพลอ","4104","กุมภวาปี","41","อุดรธานี",6740,0,"เสอเพลอ","410409"
"410414","ท่าลี่","4104","กุมภวาปี","41","อุดรธานี",4839,0,"ท่าลี่","410414"
"410501","โนนสะอาด","4105","โนนสะอาด","41","อุดรธานี",3200,0,"โนนสะอาด","410501"
"410605","พังงู","4106","หนองหาน","41","อุดรธานี",7391,0,"พังงู","410605"
"410803","คำเลาะ","4108","ไชยวาน","41","อุดรธานี",5147,0,"คำเลาะ","410803"
"340112","ไร่น้อย","3401","เมืองอุบลราชธานี","34","อุบลราชธานี",17383,0,"ไร่น้อย","340112"
"340209","หนามแท่ง","3402","ศรีเมืองใหม่","34","อุบลราชธานี",5031,0,"หนามแท่ง","340209"
"340702","นาส่วง","3407","เดชอุดม","34","อุบลราชธานี",5397,0,"นาส่วง","340702"
"341005","หนองสะโน","3410","บุณฑริก","34","อุบลราชธานี",9874,0,"หนองสะโน","341005"
"341008","บ้านแมด","3410","บุณฑริก","34","อุบลราชธานี",4500,0,"บ้านแมด","341008"
"470504","ไฮหย่อง","4705","พังโคน","47","สกลนคร",8650,0,"ไฮหย่อง","470504"
"470602","ปลาโหล","4706","วาริชภูมิ","47","สกลนคร",7476,0,"ปลาโหล","470602"
"470903","นาแต้","4709","คำตากล้า","47","สกลนคร",5206,0,"นาแต้","470903"
"471104","โพนงาม","4711","อากาศอำนวย","47","สกลนคร",5942,0,"โพนงาม","471104"
"471105","ท่าก้อน","4711","อากาศอำนวย","47","สกลนคร",4608,0,"ท่าก้อน","471105"
"471106","นาฮี","4711","อากาศอำนวย","47","สกลนคร",4035,0,"นาฮี","471106"
"471206","บงเหนือ","4712","สว่างแดนดิน","47","สกลนคร",5519,0,"บงเหนือ","471206"
"471404","จันทร์เพ็ญ","4714","เต่างอย","47","สกลนคร",5586,0,"จันทร์เพ็ญ","471404"
"471801","สร้างค้อ","4718","ภูพาน","47","สกลนคร",6734,0,"สร้างค้อ","471801"
"480104","นาราชควาย","4801","เมืองนครพนม","48","นครพนม",5433,0,"นาราชควาย","480104"
"480303","ท่าจำปา","4803","ท่าอุเทน","48","นครพนม",5596,0,"ท่าจำปา","480303"
"411711","หนองหัวคู","4117","บ้านผือ","41","อุดรธานี",5457,0,"หนองหัวคู","411711"
"412005","นาสะอาด","4120","สร้างคอม","41","อุดรธานี",1524,0,"นาสะอาด","412005"
"412502","ห้วยสามพาด","4125","ประจักษ์ศิลปาคม","41","อุดรธานี",4779,0,"ห้วยสามพาด","412502"
"420105","น้ำหมาน","4201","เมืองเลย","42","เลย",3464,0,"น้ำหมาน","420105"
"420111","ชัยพฤกษ์","4201","เมืองเลย","42","เลย",4948,0,"ชัยพฤกษ์","420111"
"420203","ท่าสะอาด","4202","นาด้วง","42","เลย",2660,0,"ท่าสะอาด","420203"
"420305","ปากตม","4203","เชียงคาน","42","เลย",4984,0,"ปากตม","420305"
"420702","ท่าศาลา","4207","ภูเรือ","42","เลย",1761,0,"ท่าศาลา","420702"
"420801","ท่าลี่","4208","ท่าลี่","42","เลย",3931,0,"ท่าลี่","420801"
"420903","หนองหญ้าปล้อง","4209","วังสะพุง","42","เลย",10188,0,"หนองหญ้าปล้อง","420903"
"430801","แก้งไก่","4308","สังคม","43","หนองคาย",3127,0,"แก้งไก่","430801"
"440202","วังแสง","4402","แกดำ","44","มหาสารคาม",4529,0,"วังแสง","440202"
"440301","หัวขวาง","4403","โกสุมพิสัย","44","มหาสารคาม",13017,0,"หัวขวาง","440301"
"440406","ขามเรียง","4404","กันทรวิชัย","44","มหาสารคาม",7472,0,"ขามเรียง","440406"
"440619","หนองโก","4406","บรบือ","44","มหาสารคาม",4231,0,"หนองโก","440619"
"440702","สำโรง","4407","นาเชือก","44","มหาสารคาม",4199,0,"สำโรง","440702"
"440809","ราษฎร์เจริญ","4408","พยัคฆภูมิพิสัย","44","มหาสารคาม",3640,0,"ราษฎร์เจริญ","440809"
"440816","เวียงชัย","4408","พยัคฆภูมิพิสัย","44","มหาสารคาม",2870,0,"เวียงชัย","440816"
"440906","หัวเรือ","4409","วาปีปทุม","44","มหาสารคาม",9877,0,"หัวเรือ","440906"
"441203","เลิงแฝก","4412","กุดรัง","44","มหาสารคาม",7084,0,"เลิงแฝก","441203"
"441204","หนองแวง","4412","กุดรัง","44","มหาสารคาม",5370,0,"หนองแวง","441204"
"450307","โนนสง่า","4503","ปทุมรัตต์","45","ร้อยเอ็ด",3361,0,"โนนสง่า","450307"
