tumbol_ID,tumbol_name,amphur_name,province_name,LAT,LONG,d_from_BKK,distance_KBV,distance_HDY,distance_NST,distance_BFV,distance_KKC,distance_SNO,distance_LOE,distance_UTP,distance_HHQ,distance_NNT,distance_HKT,distance_URT,distance_UBP,distance_USM,distance_UNN,distance_CJM,distance_PRH,distance_THS,distance_NAW,distance_ROI,distance_CNX,distance_CEI,distance_MAQ,distance_LPT,distance_UTH,distance_PSH,distance_TST,distance_HGN,distance_KOP,poverty_rate_accessibility,poverty_rate_education,poverty_rate_health,poverty_rate_income,poverty_rate_living
110205,คลองด่าน,บางบ่อ,สมุทรปราการ,13.511,100.835,45.17,634.78,733.01,561.22,322.65,389.3,540.14,447.82,94.25,136.46,585.41,660.61,520.37,475.71,448.3,463.95,380.79,518.76,428.47,783.31,428.63,618.11,723.32,431.7,548.18,479.03,368.68,680.57,712.4,593.26,0,0.027932961,0.139664804,0.065176909,0.046554935
110206,คลองสวน,บางบ่อ,สมุทรปราการ,13.659,100.925,46.98,653.5,750.13,579.17,305.13,370.2,521.3,429.72,109.23,155.07,569.14,679.63,539.23,460.16,466.33,483.07,399.89,503.93,415.22,798.47,410.34,605.79,708.46,423.98,534.94,459.98,354.21,698.65,701.76,574.6,0,0.932763311,0.077730276,1.360279829,0.038865138
110252,เทศบาลตำบล คลองด่าน,บางบ่อ,สมุทรปราการ,13.659,100.925,46.98,653.5,750.13,579.17,305.13,370.2,521.3,429.72,109.23,155.07,569.14,679.63,539.23,460.16,466.33,483.07,399.89,503.93,415.22,798.47,410.34,605.79,708.46,423.98,534.94,459.98,354.21,698.65,701.76,574.6,0,0.032005121,0.432069131,11.87389982,0.192030725
110303,บางปลา,บางพลี,สมุทรปราการ,13.561,100.739,33.59,636.81,737.95,565,327.85,390.31,542.72,444.73,102.14,133.61,579.82,661.39,521.98,482.93,451.95,463.38,380.93,511.92,420.56,790.22,432.59,609.58,716.45,421.28,540.21,478.65,361.65,684.06,703.02,596.37,0,0.261906403,0.461782342,1.323316562,0.454890068
110304,บางโฉลง,บางพลี,สมุทรปราการ,13.623,100.755,31.11,643.91,744.92,572.08,322.54,383.64,536.42,437.62,108.32,140.05,572.92,668.39,529.06,478.64,459.03,470.21,387.87,505.29,414.27,796.8,426.76,603.56,709.83,416.54,533.95,471.73,355.06,691.15,697.47,590.22,0,0.109402891,12.56405827,0.236079922,0.305176484
110308,ราชาเทวะ,บางพลี,สมุทรปราการ,13.681,100.733,26.34,649.34,751.24,578.09,320.99,379.69,533.23,431.93,115.16,143.73,566.48,673.36,534.35,478.39,465.01,474.63,392.62,498.6,407.44,803.52,424.38,596.69,703.13,409.88,527.11,467.11,348.34,697.07,690.62,587.31,0,0.090203861,3.734439834,1.509411269,3.806602923
110309,หนองปรือ,บางพลี,สมุทรปราการ,13.678,100.75,28.19,649.57,751,578.03,319.63,378.91,532.24,431.81,114.38,144.56,566.81,673.78,534.64,476.81,464.98,475.24,393.12,499.15,408.21,802.94,423.19,597.59,703.69,411.2,527.89,466.55,348.93,697.07,691.69,586.25,0,3.984259715,3.246433842,19.52779144,0.245941958
110409,บางกะเจ้า,พระประแดง,สมุทรปราการ,13.697,100.561,9.18,645.79,752.33,577.36,335.86,389.26,544.66,435.13,122.9,135.17,565.14,667.87,530.26,495.04,464.23,467.38,386.59,494.92,401.66,808.08,437.66,589.43,699.24,398.09,521.1,474.52,344.47,695.79,681.39,599.35,0,3.491027732,6.688417618,11.71288744,0.13050571
110411,บางกระสอบ,พระประแดง,สมุทรปราการ,13.666,100.566,12.2,642.61,748.9,574,337.18,391.68,546.77,438.28,119.52,132.44,568.56,664.87,527.12,495.78,460.87,464.57,383.63,498.4,405.15,804.59,439.38,592.89,702.72,401.29,524.58,477.25,347.95,692.46,684.76,601.34,0,2.129767211,8.221892026,17.92966815,0.29717682
110412,บางกอบัว,พระประแดง,สมุทรปราการ,13.693,100.577,10.75,645.83,751.93,577.13,334.61,388.57,543.78,435.07,121.82,135.64,565.52,668.1,530.34,493.58,463.99,467.78,386.86,495.51,402.44,807.37,436.58,590.35,699.86,399.4,521.9,474.05,345.07,695.61,682.49,598.41,1.24671916,2.405949256,19.6631671,44.7287839,36.76727909
110452,เทศบาลเมือง ลัดหลวง,พระประแดง,สมุทรปราการ,13.693,100.577,10.75,645.83,751.93,577.13,334.61,388.57,543.78,435.07,121.82,135.64,565.52,668.1,530.34,493.58,463.99,467.78,386.86,495.51,402.44,807.37,436.58,590.35,699.86,399.4,521.9,474.05,345.07,695.61,682.49,598.41,0.035023203,0.350232029,7.853953244,15.8479993,3.633657298
110453,เทศบาลเมือง ปู่เจ้าสมิงพราย,พระประแดง,สมุทรปราการ,13.693,100.577,10.75,645.83,751.93,577.13,334.61,388.57,543.78,435.07,121.82,135.64,565.52,668.1,530.34,493.58,463.99,467.78,386.86,495.51,402.44,807.37,436.58,590.35,699.86,399.4,521.9,474.05,345.07,695.61,682.49,598.41,0.023435669,2.273259902,8.788375908,16.0690571,3.124755878
110501,นาเกลือ,พระสมุทรเจดีย์,สมุทรปราการ,13.53,100.494,25.18,625.96,733.62,558.09,351.8,408.44,563.1,454.99,109.55,115.46,584.02,647.94,510.38,508.66,444.97,447.56,366.67,512.88,418.58,791,454.97,605.28,717.03,410.13,537.79,494.24,362.45,676.36,695.67,617.47,0.111075849,3.030783878,22.56426531,9.314503332,21.40590289
110502,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ,13.571,100.476,20.79,629.84,738.15,562.42,351,405.97,561.12,451.2,114.47,118.46,579.57,651.46,514.18,508.72,449.31,450.73,370.12,508.2,413.76,795.83,453.58,600.37,712.32,405.21,532.94,491.25,357.78,680.59,690.71,615.68,0,1.125961928,2.138517618,6.869177805,1.190765492
110503,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,13.539,100.559,24.94,628.83,734.76,559.89,345.36,403.47,557.58,452.06,107.06,120.04,582.7,651.51,513.43,501.79,446.76,451.73,370.39,512.4,418.86,790.79,448.93,606.23,716.7,412.88,538.23,489.94,361.96,678.39,697.45,611.77,0,0.552721088,13.52040816,0.12755102,14.71088435
110505,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,13.588,100.541,19.19,633.53,740.16,565.07,344.04,400.24,554.92,447.36,112.8,123.61,577.34,655.82,518.04,501.5,451.94,455.63,374.6,506.82,413.14,796.49,446.95,600.45,711.09,407.21,532.49,486.12,356.37,683.48,691.67,609.33,0,1.804239964,5.975041347,4.901518569,7.14178319
110601,บางเสาธง,บางเสาธง,สมุทรปราการ,13.6,100.815,38.04,643.47,742.75,570.6,318.63,382.15,534.04,438.63,104.38,142.24,575.49,668.7,528.87,473.67,457.63,471.29,388.52,508.66,418.35,793.4,423.57,608.04,713.22,422.33,538.06,471.08,358.57,689.85,702.52,587.55,0.040387722,2.077723927,6.19278406,3.567582122,2.023873631
110651,เทศบาลตำบล บางเสาธง,บางเสาธง,สมุทรปราการ,13.6,100.815,38.04,643.47,742.75,570.6,318.63,382.15,534.04,438.63,104.38,142.24,575.49,668.7,528.87,473.67,457.63,471.29,388.52,508.66,418.35,793.4,423.57,608.04,713.22,422.33,538.06,471.08,358.57,689.85,702.52,587.55,0,0.22070626,0.160513644,1.424558587,0.531701445
120108,บางกร่าง,เมืองนนทบุรี,นนทบุรี,13.835,100.438,11.14,657.21,767.47,591.23,340.01,385.68,543.21,424.53,142.36,143.33,550.5,677.43,541.28,502.31,478.16,475.32,395.95,478.64,384.13,825.45,439.02,570.99,682.72,378.02,503.35,468.23,328.24,709.14,662.04,598.69,0,0,0.955974843,0,0
120109,ไทรม้า,เมืองนนทบุรี,นนทบุรี,13.87,100.472,13.05,661.88,771.39,595.45,334.97,380.34,537.86,419.67,144.37,148.32,546.4,682.35,546.01,497.58,482.36,480.4,400.88,475,380.95,828.65,433.77,568.26,679.17,376.72,500.28,462.98,324.57,713.47,659.92,593.36,0,0,0.162513543,0,0
120110,บางรักน้อย,เมืองนนทบุรี,นนทบุรี,13.859,100.464,12.13,660.48,770.16,594.15,336.29,381.83,539.33,421.11,143.6,146.86,547.67,680.91,544.6,498.79,481.06,478.93,399.43,476.16,382,827.59,435.19,569.2,680.31,377.28,501.3,464.47,325.73,712.15,660.7,594.82,0,0,0.534759358,0.103501811,0
120152,เทศบาลเมือง บางศรีเมือง,เมืองนนทบุรี,นนทบุรี,13.859,100.464,12.13,660.48,770.16,594.15,336.29,381.83,539.33,421.11,143.6,146.86,547.67,680.91,544.6,498.79,481.06,478.93,399.43,476.16,382,827.59,435.19,569.2,680.31,377.28,501.3,464.47,325.73,712.15,660.7,594.82,0,0,0,0,0
120203,บางสีทอง,บางกรวย,นนทบุรี,13.818,100.479,7.29,656.47,765.62,589.77,336.97,384.28,541.35,424.92,138.78,143.29,552.12,677.2,540.65,498.74,476.67,475.5,395.74,480.82,386.78,822.82,436.55,574.03,685,381.99,506.09,467.49,330.39,707.84,665.52,596.66,0.081849806,0,0,0.225086965,0
120205,บางขุนกอง,บางกรวย,นนทบุรี,13.821,100.444,9.52,655.86,765.92,589.74,340.16,386.45,543.82,425.8,140.68,142.13,552.02,676.19,539.95,502.2,476.66,474.18,394.71,480.24,385.78,823.8,439.41,572.66,684.33,379.68,505.01,469.2,329.83,707.68,663.73,599.24,0,0,0,0,0
120208,ปลายบาง,บางกรวย,นนทบุรี,13.814,100.402,12.54,654,765.12,588.56,344.54,389.98,547.63,428.01,142.01,139.76,553.1,673.9,538.02,506.74,475.51,471.57,392.42,480.76,385.79,823.84,443.54,572.2,684.73,377.94,504.9,472.28,330.4,706.33,662.69,603.14,0,0,0,0,0
120209,ศาลากลาง,บางกรวย,นนทบุรี,13.81,100.358,16.64,652.45,764.69,587.73,348.96,393.42,551.37,430.01,143.87,137.75,553.9,671.87,536.38,511.38,474.73,469.2,390.4,480.98,385.49,824.28,447.67,571.38,684.81,375.86,504.46,475.21,330.69,705.32,661.29,606.99,0,0,0.033361134,0.033361134,0
120251,เทศบาลเมือง บางกรวย,บางกรวย,นนทบุรี,13.81,100.358,16.64,652.45,764.69,587.73,348.96,393.42,551.37,430.01,143.87,137.75,553.9,671.87,536.38,511.38,474.73,469.2,390.4,480.98,385.49,824.28,447.67,571.38,684.81,375.86,504.46,475.21,330.69,705.32,661.29,606.99,0,0.168634064,8.937605396,24.45193929,0.84317032
120301,บางม่วง,บางใหญ่,นนทบุรี,13.838,100.406,13.77,656.7,767.79,591.26,342.93,387.68,545.47,425.35,144.19,142.41,550.4,676.55,540.71,505.47,478.21,474.18,395.07,478.11,383.23,826.39,441.64,569.74,682.1,375.9,502.36,469.79,327.75,709.03,660.39,601.05,0,0,4.856083348,4.988521985,0
120302,บางแม่นาง,บางใหญ่,นนทบุรี,13.868,100.381,18.01,659.3,771.13,594.36,343.84,386.94,545.13,423.1,148.38,144.65,547.27,678.78,543.24,506.98,481.33,476.1,397.31,474.65,379.5,830.16,441.93,565.81,678.57,371.64,498.58,468.45,324.31,712.02,656.27,600.87,0,0,2.17626548,11.16388121,0
120304,เสาธงหิน,บางใหญ่,นนทบุรี,13.875,100.404,16.9,660.64,771.9,595.34,341.27,384.71,542.79,421.54,147.96,146.2,546.32,680.35,544.63,504.38,482.29,477.83,398.87,473.99,379.13,830.48,439.44,565.72,677.99,372.3,498.28,466.45,323.63,713.09,656.52,598.49,0,0,0.517301994,9.421927578,0
120305,บางใหญ่,บางใหญ่,นนทบุรี,13.837,100.375,16.37,655.8,767.68,590.87,345.96,389.96,547.97,426.56,145.63,141.18,550.76,675.32,539.75,508.68,477.85,472.69,393.85,478.06,382.81,826.89,444.43,568.96,681.96,374.24,501.84,471.7,327.74,708.52,659.21,603.63,0,0,0.789042727,0.297751973,0
120402,บางบัวทอง,บางบัวทอง,นนทบุรี,13.944,100.39,24.11,667.74,779.57,602.86,339.28,379.99,538.67,414.82,155.53,152.97,538.77,687.07,551.67,503.47,489.83,484.22,405.61,466.25,371.32,838.3,436.34,557.92,670.22,365.01,490.46,460.86,315.9,720.52,648.86,594.6,0,0,0,3.780990709,0
120403,บางรักใหญ่,บางบัวทอง,นนทบุรี,13.878,100.438,15.18,661.84,772.25,595.99,337.84,382.05,539.9,420.01,146.69,147.79,545.73,681.92,545.9,500.79,482.92,479.66,400.43,473.87,379.42,830.16,436.25,566.39,677.96,373.98,498.67,464.19,323.47,713.88,657.65,595.51,0,0,0,11.59503894,0
120404,บางคูรัด,บางบัวทอง,นนทบุรี,13.907,100.351,23.36,662.77,775.48,598.43,344.85,385.87,544.55,420.14,153.72,147.78,543.21,681.79,546.65,508.72,485.44,478.77,400.36,470.17,374.72,835.02,442.13,560.77,674,366.25,493.72,466.61,319.89,715.95,651.03,600.47,0,0,0,0,0
120406,ลำโพ,บางบัวทอง,นนทบุรี,13.97,100.416,25.5,671.21,782.47,605.97,335.52,375.97,534.65,411.15,156.98,156.6,535.69,690.73,555.17,499.94,492.92,488,409.26,463.52,368.94,840.64,432.4,555.9,667.57,364.11,488.17,456.9,313.13,723.73,647.31,590.59,0,0,0,1.168614357,0
120408,บางรักพัฒนา,บางบัวทอง,นนทบุรี,13.894,100.41,18.24,662.85,774.02,597.5,339.75,382.7,540.87,419.33,149.58,148.41,544.16,682.56,546.83,503.1,484.45,480.02,401.08,471.92,377.16,832.44,437.7,563.86,675.93,370.86,496.33,464.32,321.54,715.27,654.82,596.61,0,0,0,3.736498367,0
120502,ราษฎร์นิยม,ไทรน้อย,นนทบุรี,14.088,100.329,41.33,681.86,795.62,618.33,338.86,372.87,532.91,402.2,172.82,166.52,523.36,700.07,565.63,505.27,505.38,496.38,418.76,449.96,354.47,855.24,433.16,540.73,653.76,347.99,473.5,451.37,299.71,735.69,631.55,589.4,0,0.123102175,0.759130078,5.498563808,0.020517029
120503,หนองเพรางาย,ไทรน้อย,นนทบุรี,13.906,100.322,25.57,661.96,775.39,598.09,347.72,388.06,546.93,421.34,155.09,146.78,543.58,680.66,545.78,511.74,485.14,477.42,399.26,470.16,374.37,835.49,444.79,560.07,673.89,364.71,493.27,468.45,319.94,715.49,649.94,602.92,0,0,4.93135332,11.59988792,0
120504,ไทรใหญ่,ไทรน้อย,นนทบุรี,14.085,100.292,42.99,680.68,795.33,617.74,342.68,375.92,536.15,403.99,174.25,165.26,524.06,698.49,564.4,509.21,504.84,494.57,417.26,450.16,354.21,855.65,436.73,540,653.82,346.11,473.11,453.96,300,734.94,630.31,592.72,0,1.352280541,0.297960119,14.30208572,0.252120101
120505,ขุนศรี,ไทรน้อย,นนทบุรี,14.005,100.287,36.09,671.87,786.45,608.83,346.62,382.64,542.39,412.45,166.58,156.48,532.97,689.88,555.61,512.15,495.93,486.12,408.6,459.03,362.94,847.02,441.91,548.46,662.66,353.35,481.77,461.52,308.9,726.04,638.32,598.75,0,0.651927438,0.085034014,5.640589569,0.141723356
120605,บางตะไนย์,ปากเกร็ด,นนทบุรี,13.931,100.492,19.45,668.99,778.2,602.42,329.99,373.78,531.61,412.56,149.8,155.41,539.5,689.46,553.12,493.42,489.31,487.46,407.99,468.39,374.69,834.97,428.09,562.37,672.62,372.25,494.09,456.09,317.94,720.48,654.57,587.24,0.398274145,1.72585463,21.67275141,4.945237305,4.381015599
120606,คลองพระอุดม,ปากเกร็ด,นนทบุรี,13.93,100.479,19.47,668.53,778.07,602.17,331.3,374.78,532.71,413.11,150.22,154.78,539.69,688.87,552.64,494.79,489.07,486.76,407.39,468.4,374.54,835.1,429.31,562.08,672.6,371.57,493.9,456.93,317.96,720.19,654.1,588.37,0,1.052295918,15.65688776,26.97704082,0.701530612
120607,ท่าอิฐ,ปากเกร็ด,นนทบุรี,13.894,100.48,15.49,664.68,774.07,598.19,332.99,377.75,535.39,416.87,146.48,151.11,543.68,685.16,548.81,495.92,485.09,483.18,403.68,472.4,378.49,831.13,431.52,565.95,676.59,374.96,497.84,460.26,321.96,716.23,657.81,590.94,0,2.187776794,7.422497786,16.56333038,8.255093003
120610,คลองข่อย,ปากเกร็ด,นนทบุรี,13.959,100.45,23.22,670.9,781.27,605.08,332.72,374.43,532.78,411.08,154.4,156.67,536.66,690.82,554.93,496.79,492,488.39,409.34,464.97,370.79,838.81,430.05,558.1,669.1,367.15,490.1,455.91,314.55,722.98,649.89,588.61,0,1.027953111,0.613165014,2.182146078,0.468890893
120651,เทศบาลนคร ปากเกร็ด,ปากเกร็ด,นนทบุรี,13.959,100.45,23.22,670.9,781.27,605.08,332.72,374.43,532.78,411.08,154.4,156.67,536.66,690.82,554.93,496.79,492,488.39,409.34,464.97,370.79,838.81,430.05,558.1,669.1,367.15,490.1,455.91,314.55,722.98,649.89,588.61,0,0.045735193,9.901669335,9.329979419,0.937571461
130102,บ้านใหม่,เมืองปทุมธานี,ปทุมธานี,13.963,100.553,23.64,674.09,781.88,606.65,322.52,366.8,524.39,407.12,150.84,161.26,535.63,695.11,558.35,486.06,493.52,493.49,413.66,465.38,372.52,837.42,420.66,560.9,669.73,373.04,492.05,449.58,314.94,724.92,654.01,579.95,0,0,0,13.95317179,0.095289954
130103,บ้านกลาง,เมืองปทุมธานี,ปทุมธานี,14.001,100.558,27.88,678.32,786.11,610.91,320.19,363.24,521.09,402.94,154.67,165.35,531.38,699.25,562.56,484.28,497.78,497.53,417.8,461.21,368.51,841.51,417.8,557.03,665.59,369.9,488.06,445.71,310.78,729.18,650.4,576.75,0,0.17809439,0.012721028,2.722299962,0.089047195
130104,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,14.029,100.507,30.33,679.95,789.12,613.42,323.85,364.52,522.98,401.71,159.41,166.13,528.53,700.24,564.06,488.64,500.31,498.02,418.76,457.65,364.32,845.45,420.59,552.41,661.93,364.19,483.8,446.04,307.2,731.5,645.28,578.87,0,0,0,0,0
130108,บางหลวง,เมืองปทุมธานี,ปทุมธานี,14.007,100.509,27.89,677.63,786.68,611.01,324.69,366.21,524.49,403.96,157.03,163.93,530.97,698.02,561.76,489.14,497.9,495.89,416.54,460.1,366.76,843.01,421.78,554.82,664.38,366.31,486.23,447.97,309.66,729.1,647.6,580.3,0,0,0,0.10408535,0.10408535
130109,บางเดื่อ,เมืองปทุมธานี,ปทุมธานี,13.99,100.487,26.03,675.21,784.75,608.89,327.64,369.2,527.51,406.52,156.1,161.31,532.98,695.43,559.3,491.96,495.79,493.18,413.95,461.8,368.15,841.53,424.81,555.93,666.03,366.52,487.56,450.85,311.36,726.91,648.35,583.33,0,0,0.701060579,14.50656121,0.143807298
130110,บางพูด,เมืองปทุมธานี,ปทุมธานี,14.035,100.572,31.9,682.36,789.93,614.83,317.21,359.39,517.4,398.87,157.81,169.42,527.54,703.32,566.61,481.73,501.7,501.6,421.87,457.59,365.14,845.01,414.41,553.88,661.99,367.72,484.73,441.7,307.17,733.14,647.6,573.13,0,0,0.05952381,6.517857143,0.029761905
130111,บางพูน,เมืองปทุมธานี,ปทุมธานี,13.988,100.594,27.62,677.93,784.77,609.91,317.32,361.82,519.28,403.14,152.11,165.62,532.67,699.29,562.26,481,496.78,497.91,417.87,463.02,370.77,839.48,415.44,559.59,667.45,373.34,490.37,444.89,312.61,728.31,653.34,574.8,0,0,0,3.077373974,0
130113,สวนพริกไทย,เมืองปทุมธานี,ปทุมธานี,14.018,100.568,29.96,680.42,788.03,612.9,318.4,361.1,519.01,400.81,156.13,167.51,529.45,701.4,564.67,482.69,499.78,499.71,419.95,459.43,366.9,843.2,415.84,555.55,663.82,369,486.47,443.53,309.01,731.2,649.13,574.7,0,0,2.321784872,6.765826229,1.959005986
130114,หลักหก,เมืองปทุมธานี,ปทุมธานี,13.963,100.59,24.88,675.13,781.98,607.1,318.94,364.22,521.52,405.92,149.59,162.92,535.47,696.54,559.47,482.26,493.97,495.23,415.13,465.74,373.38,836.8,417.4,562.1,670.16,375.35,492.97,447.48,315.33,725.5,655.68,576.97,0,0,8.180604442,10.34106081,0
130203,คลองสาม,คลองหลวง,ปทุมธานี,14.087,100.664,40.72,690.54,796.02,621.76,305.78,348.54,506.21,390.4,160.77,178.8,521.45,712.28,574.98,470.56,508.63,511.12,430.9,452.89,361.84,849.26,402.96,551.53,657.41,369.04,481.54,431.55,302.6,740.34,646.63,561.85,0,0.022777487,1.473703392,0.498826959,0.097943193
130205,คลองห้า,คลองหลวง,ปทุมธานี,14.106,100.71,44.91,693.92,798.33,624.51,300.39,343.72,501.17,386.96,161.77,182.88,519.25,716.07,578.46,465.21,511.39,515.22,434.74,451.4,361.07,850.67,397.68,551.17,655.95,370.45,480.79,427.17,301.23,743.22,646.92,556.73,0,0,0.04156276,0.138542533,0
130207,คลองเจ็ด,คลองหลวง,ปทุมธานี,14.125,100.75,48.97,697.15,800.64,627.19,295.58,339.33,496.59,383.75,163.05,186.73,517.1,719.63,581.77,460.48,514.09,519.04,438.37,449.88,360.19,852.19,392.93,550.64,654.44,371.51,479.92,423.14,299.83,746.02,646.96,552.1,0,0,0.045075501,2.028397566,0.247915258
130251,เทศบาลเมือง ท่าโขลง,คลองหลวง,ปทุมธานี,14.125,100.75,48.97,697.15,800.64,627.19,295.58,339.33,496.59,383.75,163.05,186.73,517.1,719.63,581.77,460.48,514.09,519.04,438.37,449.88,360.19,852.19,392.93,550.64,654.44,371.51,479.92,423.14,299.83,746.02,646.96,552.1,0.007398091,0.036990456,0.865576681,0.140563735,1.65717245
130352,เทศบาลเมือง บึงยี่โถ,ธัญบุรี,ปทุมธานี,14.125,100.75,48.97,697.15,800.64,627.19,295.58,339.33,496.59,383.75,163.05,186.73,517.1,719.63,581.77,460.48,514.09,519.04,438.37,449.88,360.19,852.19,392.93,550.64,654.44,371.51,479.92,423.14,299.83,746.02,646.96,552.1,0,0,0.608376882,1.450744872,0.6473754
130354,เทศบาลตำบล ธัญบุรี,ธัญบุรี,ปทุมธานี,14.125,100.75,48.97,697.15,800.64,627.19,295.58,339.33,496.59,383.75,163.05,186.73,517.1,719.63,581.77,460.48,514.09,519.04,438.37,449.88,360.19,852.19,392.93,550.64,654.44,371.51,479.92,423.14,299.83,746.02,646.96,552.1,0,0,0,0.482033304,0
130402,บึงบอน,หนองเสือ,ปทุมธานี,14.087,100.778,47.34,693.95,796.57,623.45,294.66,340.69,497.37,387.02,158.39,184.45,521.32,716.85,578.68,458.79,510.36,516.66,435.68,454.48,365.09,847.62,392.88,555.65,659.05,376.69,484.81,425.26,304.51,742.37,652.1,552.67,0,0.110111947,0,1.780143146,0
130404,บึงชำอ้อ,หนองเสือ,ปทุมธานี,14.172,100.778,55,703.01,806.01,632.8,290.67,333.39,490.8,377.9,167.73,192.76,511.87,725.61,587.67,456.13,519.71,525.07,444.36,445.13,356.02,856.99,387.48,546.78,649.69,369.42,475.74,417.11,295.21,751.68,643.68,546.38,0,0.678126478,8.105976975,2.412868633,0
130405,หนองสามวัง,หนองเสือ,ปทุมธานี,14.13,100.881,58.32,701.76,802.01,629.9,282.58,330.05,486.11,379.63,161.81,194.17,516.67,725.54,586.75,446.77,516.89,526.07,444.6,451.49,363.79,851.04,381.07,555.11,655.99,380.18,483.45,415.61,301.97,749.07,652.96,541.23,0,0.338655056,1.467505241,1.273988066,0.145137881
