tumbol_ID,sentinel-2_MAX_QA60,sentinel-2_MAX_B8,sentinel-2_MAX_B7,sentinel-2_MAX_B8A,sentinel-2_MAX_B6,sentinel-2_mean_B8,sentinel-2_mean_QA60,sentinel-2_mean_B7,NDBI,sentinel-2_mean_B8A,sentinel-2_mean_AOT,sentinel-2_MAX_B9,sentinel-2_MAX_MSK_CLDPRB,sentinel-2_mean_B6,sentinel-2_MAX_AOT,NDVI_max,sentinel-2_MAX_B3,sentinel-2_MAX_B2,sentinel-2_MAX_B4,NDVI_sum,sentinel-2_MAX_B5,sentinel-2_MAX_B1,poverty_rate_living,poverty_rate_health,poverty_rate_education,poverty_rate_income,poverty_rate_accessibility
110411,13.83783783783784,5095.675675675676,5153.959459459459,5236.689189189189,4968.918918918919,4850.278801765445,10.009943553512018,4944.74880749561,-0.1649957519116397,5008.162920551427,340.4488087246002,8644.77027027027,47.567567567567565,4789.593297754072,340.9864864864865,0.2919785976409912,4187.635135135135,4439.0,3920.405405405405,0.6428924354852414,4456.040540540541,4957.876712328767,0.29717682,8.221892026,2.129767211,17.92966815,0.0
110412,27.67567567567568,4847.22972972973,4943.986486486487,5059.5,4718.567567567568,4712.968479642176,29.56435354273192,4797.525266668001,-0.1446008041355543,4885.052025025767,339.0179370503418,8285.878378378378,41.71621621621622,4622.256796031501,339.36486486486484,0.2831466495990753,4046.675675675676,4214.108108108108,3828.189189189189,0.67624823668716,4292.513513513513,4764.472972972973,36.76727909,19.6631671,2.405949256,44.7287839,1.24671916
110452,,,,,,,,,,,,,,,,,,,,,,,3.633657298,7.853953244,0.350232029,15.8479993,0.035023203
110453,,,,,,,,,,,,,,,,,,,,,,,3.124755878,8.788375908,2.273259902,16.0690571,0.023435669
110501,13.931972789115646,4161.36301369863,4256.260273972603,4208.301369863014,4220.082191780822,3399.694325260536,3.793569517665163,3512.728576020755,-0.1436404705882353,3412.166356985844,354.8313575445079,7014.876712328767,40.2108843537415,3538.2797344284504,359.9931506849315,0.1433611512184143,4074.890410958904,4282.643835616438,3812.828767123288,1.0438215347938244,4213.732876712329,4667.712328767123,21.40590289,22.56426531,3.030783878,9.314503332,0.111075849
110502,13.931972789115646,4663.698630136986,4825.602739726028,4786.684931506849,4856.698630136986,4035.642172205262,7.447953218431021,4187.51297401474,-0.1164070352170755,4126.91315206159,353.2321741696084,7722.684931506849,49.310810810810814,4190.653731950761,363.1438356164384,0.2075562477111816,4712.1506849315065,4879.068493150685,4512.479452054795,4.163693424277739,4990.58904109589,5187.54794520548,1.190765492,2.138517618,1.125961928,6.869177805,0.0
110503,13.931972789115646,4299.621621621622,4432.121621621622,4499.189189189189,4363.527027027027,3441.943668815609,1.2484303542900057,3560.652201998075,-0.0684836741341732,3495.8484667610765,346.8945102697078,7834.418918918919,42.4054054054054,3538.384864020406,355.81944444444446,0.243480235338211,3962.2972972972975,4140.608108108108,3856.337837837838,2.604334265412763,4310.959459459459,4889.148648648648,14.71088435,13.52040816,0.552721088,0.12755102,0.0
110505,27.67567567567568,4850.2972972972975,4950.397260273972,4908.890410958904,4994.671232876713,4444.900291838745,7.120605723858256,4576.729117500092,-0.0714121534691148,4597.450317260015,341.42259285292306,8391.405405405405,47.2972972972973,4533.029350196946,346.75342465753425,0.2417938858270645,4791.890410958904,4988.712328767123,4649.068493150685,4.273954279077987,5135.356164383562,5581.202702702703,7.14178319,5.975041347,1.804239964,4.901518569,0.0
110601,55.35135135135136,4840.202702702703,5016.040540540541,5071.648648648648,4914.675675675676,4217.1273742582425,10.329016061349256,4378.76006139804,-0.0147966086088071,4401.399056012754,313.9150628689712,8176.027027027027,51.67567567567568,4269.883735845144,323.0337837837838,0.3057415187358856,4722.972972972973,4796.378378378378,4588.567567567568,14.105147140926007,4994.675675675676,5690.094594594595,2.023873631,6.19278406,2.077723927,3.567582122,0.040387722
110651,55.35135135135136,4840.202702702703,5016.040540540541,5071.648648648648,4914.675675675676,4217.1273742582425,10.329016061349256,4378.76006139804,,4401.399056012754,313.9150628689712,8176.027027027027,51.67567567567568,4269.883735845144,323.0337837837838,0.3057415187358856,4722.972972972973,4796.378378378378,4588.567567567568,14.105147140926007,4994.675675675676,5690.094594594595,0.531701445,0.160513644,0.22070626,1.424558587,0.0
120108,28.054794520547944,5603.643835616438,5769.13698630137,5805.643835616438,5655.232876712329,5110.299006025848,8.855579882841514,5281.600899033152,-0.1614379632403149,5330.955642530986,356.36597495365976,9083.849315068494,46.23287671232877,5162.22903386229,357.1095890410959,0.2832000255584717,5032.383561643836,5329.931506849315,4707.1506849315065,2.076788788917018,5337.58904109589,6214.917808219178,0.0,0.955974843,0.0,0.0,0.0
120109,14.027397260273972,5273.821917808219,5436.301369863014,5489.356164383562,5276.602739726028,4970.391074012992,9.112638416748004,5123.149520379658,-0.1404175528606043,5158.513452929891,356.12703712429743,8536.301369863013,44.273972602739725,5015.53236175154,357.13698630136986,0.2888142466545105,4581.383561643836,4801.493150684932,4366.068493150685,1.756511918703715,4929.109589041096,5575.520547945205,0.0,0.162513543,0.0,0.0,0.0
120110,28.054794520547944,5300.671232876713,5484.7945205479455,5541.191780821918,5322.575342465753,5125.47748815166,11.609167045380772,5288.923188664548,-0.1288091390164355,5336.291039083296,356.3663490878401,8313.712328767124,42.10958904109589,5170.496778225022,357.13698630136986,0.2971569001674652,4670.13698630137,4928.356164383562,4490.1506849315065,1.605797884394141,4999.273972602739,5570.164383561644,0.0,0.534759358,0.0,0.103501811,0.0
120152,14.027397260273972,5373.164383561644,5511.534246575343,5523.123287671233,5472.13698630137,5125.922298235016,8.610380916616323,5267.616846539423,,5306.339608470618,355.34482505265566,9119.890410958904,49.2054794520548,5190.68670302219,355.75342465753425,0.2802880406379699,5038.13698630137,5331.164383561644,4808.972602739726,1.3689557671546937,5366.726027397261,6317.684931506849,0.0,0.0,0.0,0.0,0.0
120203,14.027397260273972,5624.095890410959,5820.191780821918,5829.301369863014,5750.465753424657,5414.191879272032,9.058760653708754,5589.8814941914425,-0.1435658249690473,5611.074132935783,355.0508002587831,9448.575342465754,50.28767123287671,5535.041278726337,355.54794520547944,0.2760685086250305,5294.123287671233,5625.602739726028,5015.753424657534,0.8790928435091878,5566.767123287671,6220.561643835616,0.0,0.0,0.0,0.225086965,0.081849806
120205,28.054794520547944,5431.630136986301,5618.164383561644,5633.8493150684935,5551.328767123287,5242.56538356988,15.714396329459053,5439.181706603843,-0.149163216598583,5461.985568250148,357.0131384937273,8803.424657534246,46.6986301369863,5350.650590202555,358.1232876712329,0.2483015805482864,5034.273972602739,5318.301369863014,4755.890410958904,1.4765301841146805,5355.123287671233,6092.6164383561645,0.0,0.0,0.0,0.0,0.0
120208,14.027397260273972,5218.8493150684935,5429.890410958904,5451.287671232877,5358.287671232877,5034.961417294964,1.8485717319740893,5214.187108420944,-0.1465631785576168,5248.53412858542,358.33833610609656,8701.356164383562,46.32876712328767,5117.039656413344,358.6164383561644,0.271530270576477,4824.8493150684935,5106.328767123287,4542.890410958904,1.10782952320342,5158.602739726028,5916.630136986301,0.0,0.0,0.0,0.0,0.0
120209,27.67567567567568,5422.178082191781,5603.191780821918,5650.246575342466,5470.698630136986,5033.2313513744175,5.527839845596854,5187.956283154528,-0.1669622259074996,5231.036192495736,356.86922657272163,8651.643835616438,43.472972972972975,5053.44972063049,358.7945205479452,0.3251064419746399,4733.561643835616,4974.876712328767,4407.123287671233,4.5895406564076735,5064.109589041096,5506.671232876713,0.0,0.033361134,0.0,0.033361134,0.0
120251,14.027397260273972,5255.205479452055,5434.273972602739,5456.945205479452,5421.54794520548,5166.350363019486,7.636216260030799,5331.56347340752,,5356.062992855404,353.8274528422052,9237.753424657534,52.013698630136986,5295.9477993029095,354.2191780821918,0.2040104120969772,5102.493150684932,5394.369863013699,4876.438356164384,0.8061000596074497,5411.890410958904,5895.657534246576,0.84317032,8.937605396,0.168634064,24.45193929,0.0
120301,28.054794520547944,5221.123287671233,5400.109589041096,5447.58904109589,5265.41095890411,5021.544390064429,4.915284111813678,5185.926321733848,-0.1468781030903018,5240.987101383554,358.2190026781207,8458.506849315068,45.08219178082192,5037.696426890728,358.972602739726,0.3113951683044433,4615.1506849315065,4855.931506849315,4355.123287671233,3.3011102944612496,4919.876712328767,5573.205479452055,0.0,4.856083348,0.0,4.988521985,0.0
120302,14.027397260273972,5138.328767123287,5304.260273972603,5382.191780821918,5098.1506849315065,4665.986740134181,4.571311956327645,4835.224292747635,-0.0970376024731003,4883.820494375143,358.3820285196808,8281.301369863013,41.23287671232877,4667.253031810413,359.05479452054794,0.2833711504936218,4382.753424657534,4564.041095890411,4284.232876712329,5.070034941680293,4724.726027397261,5234.506849315068,0.0,2.17626548,0.0,11.16388121,0.0
120304,28.054794520547944,4901.246575342466,5075.8493150684935,5136.479452054795,4944.534246575343,4732.785734563179,5.271975788020074,4912.061973430335,-0.08342228338958,4959.578441137272,358.8318393309949,8114.657534246576,43.89041095890411,4779.365984862701,359.3424657534247,0.2563231885433197,4568.561643835616,4754.712328767123,4433.945205479452,2.303035806090224,4841.095890410959,5521.958904109589,0.0,0.517301994,0.0,9.421927578,0.0
120305,14.027397260273972,5118.931506849315,5282.465753424657,5330.972602739726,5142.068493150685,4799.257461970208,6.896129073544967,4948.6326704235325,-0.1262656782860165,5010.495695415345,357.1361618990616,8367.82191780822,43.05479452054794,4781.295136026381,359.013698630137,0.3301421999931335,4415.904109589041,4605.6164383561645,4200.739726027397,4.155761097459232,4782.6164383561645,4894.835616438356,0.0,0.789042727,0.0,0.297751973,0.0
120402,28.054794520547944,4962.753424657534,5121.917808219178,5171.082191780822,5007.520547945205,4590.938294509339,6.202512536525943,4736.040615728389,-0.0971828511896109,4806.629524172515,357.71974045094134,8400.232876712329,44.72602739726028,4548.489371043801,359.4657534246575,0.3177697658538818,4481.1506849315065,4603.109589041096,4291.315068493151,7.386529363662589,4773.438356164384,5089.13698630137,0.0,0.0,0.0,3.780990709,0.0
120403,14.027397260273972,5194.917808219178,5375.369863013699,5427.945205479452,5228.54794520548,5069.107863229427,8.062992125984252,5233.333976917269,-0.1336647574406007,5297.709168374502,357.6704454751376,8277.260273972603,44.47945205479452,5076.843382590875,357.93150684931504,0.2915895283222198,4526.41095890411,4707.602739726028,4314.986301369863,1.302482171269024,4888.465753424657,5656.561643835616,0.0,0.0,0.0,11.59503894,0.0
120404,14.027397260273972,4797.698630136986,4933.890410958904,4997.41095890411,4776.726027397261,4505.403660478588,4.570830047468694,4648.455806008642,-0.0908938001965422,4732.626541057832,356.7477887019036,7725.534246575343,39.15068493150685,4432.240899804222,357.972602739726,0.3347227871417999,4137.712328767123,4220.575342465753,3959.561643835617,4.8783668844138885,4419.698630136986,4592.575342465753,0.0,0.0,0.0,0.0,0.0
120406,14.027397260273972,4725.54794520548,4865.232876712329,4912.369863013699,4673.876712328767,4608.6695351234375,14.146799688434283,4762.008414139858,-0.0911503473056923,4820.59391514032,358.69910121687866,7853.986301369863,41.15068493150685,4566.47032429886,359.3424657534247,0.2701664865016937,4030.986301369863,4084.890410958904,3881.876712328767,2.693642858196708,4382.712328767123,4692.561643835616,0.0,0.0,0.0,1.168614357,0.0
120408,28.054794520547944,5260.835616438356,5419.698630136986,5465.013698630137,5311.671232876713,4868.245593547019,12.371201355911175,5026.017336440628,-0.1111541894576033,5080.599554058173,358.8394738609881,8722.561643835616,49.50684931506849,4885.038142753057,359.35616438356163,0.2787649631500244,4847.369863013699,5079.493150684932,4577.602739726028,4.623299510280291,5065.780821917808,5678.8493150684935,0.0,0.0,0.0,3.736498367,0.0
120502,14.027397260273972,4974.821917808219,5101.45205479452,5235.232876712329,4837.561643835616,4564.402353395683,4.740633903707162,4698.5009062666,-0.1526555589234619,4778.338596011141,344.64747195080724,8184.328767123287,37.12328767123287,4467.422629299939,354.6301369863013,0.3667550384998321,3813.931506849315,3877.2602739726026,3630.945205479452,10.160442179207708,4179.726027397261,4460.479452054795,0.020517029,0.759130078,0.123102175,5.498563808,0.0
120503,14.027397260273972,5098.164383561644,5258.178082191781,5334.6164383561645,5056.780821917808,4693.523843199316,6.6372714834413085,4850.076944760397,-0.1389007471467501,4904.762985674959,352.7718642335526,8424.972602739726,42.342465753424655,4654.269081647792,355.7260273972603,0.3447003364562988,4385.602739726028,4396.739726027397,4114.86301369863,9.475721048841292,4637.068493150685,4488.753424657534,0.0,4.93135332,0.0,11.59988792,0.0
120504,14.027397260273972,4779.41095890411,4956.315068493151,5020.520547945205,4827.41095890411,4495.350193220909,1.8895704513689724,4633.850427988078,-0.1072949114457955,4698.422987470412,341.2255010533722,8075.534246575343,40.75342465753425,4427.843224811122,346.2602739726028,0.3507446944713592,4181.753424657534,4230.1506849315065,4018.164383561644,11.081387703383667,4526.41095890411,4565.534246575343,0.252120101,0.297960119,1.352280541,14.30208572,0.0
120505,14.027397260273972,4813.123287671233,4979.328767123287,5048.315068493151,4779.534246575343,4521.5370637256665,2.516356934418676,4659.451341565276,-0.1027233995810154,4716.98738909706,347.2462239876457,8083.520547945205,40.21917808219178,4462.862542420309,350.7945205479452,0.3437059819698334,4112.712328767123,4185.904109589041,3950.561643835617,7.337171692240472,4463.739726027397,4532.328767123287,0.141723356,0.085034014,0.651927438,5.640589569,0.0
120605,14.027397260273972,4988.095890410959,5117.86301369863,5206.8493150684935,4905.712328767123,4806.717443597599,4.433798394652218,4954.788240954093,-0.1315180659245045,5014.88573924493,355.5802800496291,8282.589041095891,43.15068493150685,4794.106715114072,357.027397260274,0.3001171350479126,4233.342465753424,4311.767123287671,4087.739726027397,1.083246919103697,4607.917808219178,4926.095890410959,4.381015599,21.67275141,1.72585463,4.945237305,0.398274145
120606,14.027397260273972,5004.643835616438,5153.780821917808,5222.684931506849,4998.301369863014,4876.849190911725,2.553325332119356,5024.791654595869,-0.1077945174118641,5087.102708686834,356.6505607747382,8536.643835616438,43.87671232876713,4851.973037288417,357.3972602739726,0.284379780292511,4316.123287671233,4445.520547945205,4144.164383561644,1.351472235544055,4668.164383561644,4996.767123287671,0.701530612,15.65688776,1.052295918,26.97704082,0.0
120607,14.027397260273972,5129.246575342466,5254.109589041096,5333.493150684932,5104.602739726028,4970.576110693908,14.487022123244513,5107.09835046741,-0.1505376509286558,5159.737369552269,356.50173067129333,8574.739726027397,43.63013698630137,4958.418330441688,357.67123287671234,0.3008556962013244,4499.602739726028,4700.082191780822,4274.753424657534,1.6518557666563525,4826.561643835616,5321.219178082192,8.255093003,7.422497786,2.187776794,16.56333038,0.0
120610,14.027397260273972,4897.575342465753,5034.301369863014,5100.835616438356,4841.561643835616,4569.861440226627,8.360293676698625,4719.960180592323,-0.1042942700852801,4797.019330003627,357.65975881044386,8210.561643835616,40.76712328767123,4511.832375257366,358.6027397260274,0.3040497601032257,4041.835616438356,4142.917808219178,3837.109589041096,4.921860653804798,4351.835616438356,4493.054794520548,0.468890893,0.613165014,1.027953111,2.182146078,0.0
120651,,,,,,,,,,,,,,,,,,,,,,,0.937571461,9.901669335,0.045735193,9.329979419,0.0
130102,14.027397260273972,5247.493150684932,5397.575342465753,5480.780821917808,5233.397260273972,5033.407061196279,14.027397260273972,5177.509206068641,-0.1127904950034859,5242.290957091223,349.7947075019545,8862.260273972603,48.10958904109589,5055.906449346795,350.94520547945206,0.2873119115829468,4753.7945205479455,4947.479452054795,4547.506849315068,2.199145663485808,5061.698630136986,5886.424657534247,0.095289954,0.0,0.0,13.95317179,0.0
130103,14.027397260273972,4874.712328767123,5036.506849315068,5119.602739726028,4849.876712328767,4752.84667784196,13.803265035928211,4908.007666107905,-0.1038579533645806,4989.106898429411,348.0903810632188,8103.904109589041,45.465753424657535,4727.300574424245,348.56164383561645,0.305289626121521,4285.095890410959,4376.0,4136.273972602739,2.637633545492209,4540.41095890411,4825.383561643836,0.089047195,0.012721028,0.17809439,2.722299962,0.0
130104,14.027397260273972,5063.58904109589,5219.493150684932,5340.45205479452,4980.41095890411,4536.927251763802,2.440036236857276,4686.871227386279,-0.1230216056837394,4786.0006972849815,351.0727866692288,8391.109589041096,43.42465753424658,4455.202986795507,351.8904109589041,0.35113126039505,4089.2602739726026,4162.671232876713,3859.45205479452,2.7961774034243,4398.6164383561645,4795.630136986301,0.0,0.0,0.0,0.0,0.0
130108,14.027397260273972,4672.273972602739,4825.506849315068,4946.164383561644,4593.739726027397,4380.77632271458,1.1227906024765717,4532.582498793877,-0.0926564857617898,4626.940607593456,353.1634259733045,8008.821917808219,42.21917808219178,4293.44664186196,354.8904109589041,0.3512798249721527,3840.698630136986,3881.424657534247,3696.0,4.339414218652482,4163.205479452055,4333.643835616438,0.10408535,0.0,0.0,0.10408535,0.0
130109,14.027397260273972,4584.58904109589,4720.7945205479455,4839.082191780822,4477.328767123287,4382.342171791403,5.448409665471219,4526.604049956745,-0.0882324250503998,4614.212328767122,353.8402022458698,8084.808219178082,40.465753424657535,4313.384577912533,355.7808219178082,0.3272299766540527,3697.5342465753424,3746.164383561644,3540.150684931507,3.5671219954303672,4011.219178082192,4068.5890410958905,0.143807298,0.701060579,0.0,14.50656121,0.0
130110,14.027397260273972,5117.8493150684935,5240.095890410959,5356.013698630137,4991.082191780822,4841.305563321219,13.394125769859626,4984.376165908456,-0.1401493534831344,5071.567268999754,345.4109080743132,8104.876712328767,39.821917808219176,4778.006523157207,346.3424657534247,0.3664675056934356,4130.808219178082,4249.602739726028,3924.794520547945,2.0963243590850453,4435.0,4855.726027397261,0.029761905,0.05952381,0.0,6.517857143,0.0
130111,14.027397260273972,5074.273972602739,5222.1506849315065,5273.0,5122.917808219178,4832.977314370474,14.027397260273972,4973.853636971759,-0.1031424589324216,5036.249861850334,346.85176976994444,8470.931506849314,49.08219178082192,4836.440700346102,348.3150684931507,0.3013491928577423,4674.876712328767,4857.45205479452,4455.958904109589,2.307207952001516,4923.630136986301,5365.397260273972,0.0,0.0,0.0,3.077373974,0.0
130113,14.027397260273972,5026.698630136986,5168.726027397261,5309.931506849315,4860.657534246576,4705.783620039417,14.027397260273972,4861.257337972538,-0.1483053101637579,4940.731100513394,346.68007331889663,8374.698630136987,42.97260273972603,4665.029558707836,347.75342465753425,0.3691928386688232,4130.13698630137,4221.972602739726,3917.68493150685,4.116918438556148,4416.479452054795,4815.630136986301,1.959005986,2.321784872,0.0,6.765826229,0.0
130114,14.027397260273972,5274.945205479452,5423.438356164384,5484.561643835616,5299.506849315068,4998.861112703235,13.318201792094156,5130.251179763474,-0.1232732857561663,5194.631737070367,346.5356364991117,8534.657534246575,46.465753424657535,5006.008850614242,348.35616438356163,0.294874370098114,4597.438356164384,4774.876712328767,4394.068493150685,2.872648672496572,4911.13698630137,5490.479452054795,0.0,8.180604442,0.0,10.34106081,0.0
130203,14.027397260273972,5110.0,5253.205479452055,5389.684931506849,5005.698630136986,4710.388427533224,8.448218488409186,4846.861157739301,-0.1001400870014008,4945.8155666587445,338.9528990281768,8379.561643835616,46.397260273972606,4638.733776366137,342.972602739726,0.3855555057525635,4368.54794520548,4478.58904109589,4210.027397260274,13.189316970869609,4686.739726027397,4786.54794520548,0.097943193,1.473703392,0.022777487,0.498826959,0.0
130205,14.027397260273972,5091.082191780822,5214.041095890411,5317.178082191781,4964.342465753424,4637.526300045639,5.736389454443128,4775.543284407966,-0.1166951863141748,4870.777357651773,334.930004090908,8573.054794520547,43.397260273972606,4546.468494096562,338.06849315068496,0.3914298117160797,4083.643835616439,4156.506849315068,3912.27397260274,15.002873492065598,4447.123287671233,4629.465753424657,0.0,0.04156276,0.0,0.138542533,0.0
130207,14.027397260273972,4814.383561643836,4952.986301369863,5043.109589041096,4724.904109589041,4531.126165019442,1.825515061225973,4672.597743541296,-0.1226300431707072,4768.152440409142,331.42916318447743,8020.082191780822,39.83561643835616,4424.440522691764,333.7945205479452,0.3602801859378814,3842.054794520548,3923.739726027397,3639.808219178082,7.578747081405976,4186.767123287671,4607.58904109589,0.247915258,0.045075501,0.0,2.028397566,0.0
