tumbol_ID,distance_BFV,distance_UBP,distance_ROI,distance_KKC,distance_SNO,distance_KOP,distance_UTH,distance_LOE,poverty_rate_living,poverty_rate_health,poverty_rate_education,poverty_rate_income,poverty_rate_accessibility
110308,320.99,478.39,424.38,379.69,533.23,587.31,467.11,431.93,3.806602923,3.734439834,0.090203861,1.509411269,0.0
110309,319.63,476.81,423.19,378.91,532.24,586.25,466.55,431.81,0.245941958,3.246433842,3.984259715,19.52779144,0.0
110409,335.86,495.04,437.66,389.26,544.66,599.35,474.52,435.13,0.13050571,6.688417618,3.491027732,11.71288744,0.0
110411,337.18,495.78,439.38,391.68,546.77,601.34,477.25,438.28,0.29717682,8.221892026,2.129767211,17.92966815,0.0
110412,334.61,493.58,436.58,388.57,543.78,598.41,474.05,435.07,36.76727909,19.6631671,2.405949256,44.7287839,1.24671916
110452,334.61,493.58,436.58,388.57,543.78,598.41,474.05,435.07,3.633657298,7.853953244,0.350232029,15.8479993,0.035023203
110453,334.61,493.58,436.58,388.57,543.78,598.41,474.05,435.07,3.124755878,8.788375908,2.273259902,16.0690571,0.023435669
110501,351.8,508.66,454.97,408.44,563.1,617.47,494.24,454.99,21.40590289,22.56426531,3.030783878,9.314503332,0.111075849
110502,351.0,508.72,453.58,405.97,561.12,615.68,491.25,451.2,1.190765492,2.138517618,1.125961928,6.869177805,0.0
110503,345.36,501.79,448.93,403.47,557.58,611.77,489.94,452.06,14.71088435,13.52040816,0.552721088,0.12755102,0.0
110505,344.04,501.5,446.95,400.24,554.92,609.33,486.12,447.36,7.14178319,5.975041347,1.804239964,4.901518569,0.0
110601,318.63,473.67,423.57,382.15,534.04,587.55,471.08,438.63,2.023873631,6.19278406,2.077723927,3.567582122,0.040387722
110651,318.63,473.67,423.57,382.15,534.04,587.55,471.08,438.63,0.531701445,0.160513644,0.22070626,1.424558587,0.0
120108,340.01,502.31,439.02,385.68,543.21,598.69,468.23,424.53,0.0,0.955974843,0.0,0.0,0.0
120109,334.97,497.58,433.77,380.34,537.86,593.36,462.98,419.67,0.0,0.162513543,0.0,0.0,0.0
120110,336.29,498.79,435.19,381.83,539.33,594.82,464.47,421.11,0.0,0.534759358,0.0,0.103501811,0.0
120152,336.29,498.79,435.19,381.83,539.33,594.82,464.47,421.11,0.0,0.0,0.0,0.0,0.0
120203,336.97,498.74,436.55,384.28,541.35,596.66,467.49,424.92,0.0,0.0,0.0,0.225086965,0.081849806
120205,340.16,502.2,439.41,386.45,543.82,599.24,469.2,425.8,0.0,0.0,0.0,0.0,0.0
120208,344.54,506.74,443.54,389.98,547.63,603.14,472.28,428.01,0.0,0.0,0.0,0.0,0.0
120209,348.96,511.38,447.67,393.42,551.37,606.99,475.21,430.01,0.0,0.033361134,0.0,0.033361134,0.0
120251,348.96,511.38,447.67,393.42,551.37,606.99,475.21,430.01,0.84317032,8.937605396,0.168634064,24.45193929,0.0
120301,342.93,505.47,441.64,387.68,545.47,601.05,469.79,425.35,0.0,4.856083348,0.0,4.988521985,0.0
120302,343.84,506.98,441.93,386.94,545.13,600.87,468.45,423.1,0.0,2.17626548,0.0,11.16388121,0.0
120304,341.27,504.38,439.44,384.71,542.79,598.49,466.45,421.54,0.0,0.517301994,0.0,9.421927578,0.0
120305,345.96,508.68,444.43,389.96,547.97,603.63,471.7,426.56,0.0,0.789042727,0.0,0.297751973,0.0
120402,339.28,503.47,436.34,379.99,538.67,594.6,460.86,414.82,0.0,0.0,0.0,3.780990709,0.0
120403,337.84,500.79,436.25,382.05,539.9,595.51,464.19,420.01,0.0,0.0,0.0,11.59503894,0.0
120404,344.85,508.72,442.13,385.87,544.55,600.47,466.61,420.14,0.0,0.0,0.0,0.0,0.0
120406,335.52,499.94,432.4,375.97,534.65,590.59,456.9,411.15,0.0,0.0,0.0,1.168614357,0.0
120408,339.75,503.1,437.7,382.7,540.87,596.61,464.32,419.33,0.0,0.0,0.0,3.736498367,0.0
120502,338.86,505.27,433.16,372.87,532.91,589.4,451.37,402.2,0.020517029,0.759130078,0.123102175,5.498563808,0.0
120503,347.72,511.74,444.79,388.06,546.93,602.92,468.45,421.34,0.0,4.93135332,0.0,11.59988792,0.0
120504,342.68,509.21,436.73,375.92,536.15,592.72,453.96,403.99,0.252120101,0.297960119,1.352280541,14.30208572,0.0
120505,346.62,512.15,441.91,382.64,542.39,598.75,461.52,412.45,0.141723356,0.085034014,0.651927438,5.640589569,0.0
120605,329.99,493.42,428.09,373.78,531.61,587.24,456.09,412.56,4.381015599,21.67275141,1.72585463,4.945237305,0.398274145
120606,331.3,494.79,429.31,374.78,532.71,588.37,456.93,413.11,0.701530612,15.65688776,1.052295918,26.97704082,0.0
120607,332.99,495.92,431.52,377.75,535.39,590.94,460.26,416.87,8.255093003,7.422497786,2.187776794,16.56333038,0.0
120610,332.72,496.79,430.05,374.43,532.78,588.61,455.91,411.08,0.468890893,0.613165014,1.027953111,2.182146078,0.0
120651,332.72,496.79,430.05,374.43,532.78,588.61,455.91,411.08,0.937571461,9.901669335,0.045735193,9.329979419,0.0
130102,322.52,486.06,420.66,366.8,524.39,579.95,449.58,407.12,0.095289954,0.0,0.0,13.95317179,0.0
130103,320.19,484.28,417.8,363.24,521.09,576.75,445.71,402.94,0.089047195,0.012721028,0.17809439,2.722299962,0.0
130104,323.85,488.64,420.59,364.52,522.98,578.87,446.04,401.71,0.0,0.0,0.0,0.0,0.0
130108,324.69,489.14,421.78,366.21,524.49,580.3,447.97,403.96,0.10408535,0.0,0.0,0.10408535,0.0
130109,327.64,491.96,424.81,369.2,527.51,583.33,450.85,406.52,0.143807298,0.701060579,0.0,14.50656121,0.0
130110,317.21,481.73,414.41,359.39,517.4,573.13,441.7,398.87,0.029761905,0.05952381,0.0,6.517857143,0.0
130111,317.32,481.0,415.44,361.82,519.28,574.8,444.89,403.14,0.0,0.0,0.0,3.077373974,0.0
130113,318.4,482.69,415.84,361.1,519.01,574.7,443.53,400.81,1.959005986,2.321784872,0.0,6.765826229,0.0
130114,318.94,482.26,417.4,364.22,521.52,576.97,447.48,405.92,0.0,8.180604442,0.0,10.34106081,0.0
130203,305.78,470.56,402.96,348.54,506.21,561.85,431.55,390.4,0.097943193,1.473703392,0.022777487,0.498826959,0.0
130205,300.39,465.21,397.68,343.72,501.17,556.73,427.17,386.96,0.0,0.04156276,0.0,0.138542533,0.0
130207,295.58,460.48,392.93,339.33,496.59,552.1,423.14,383.75,0.247915258,0.045075501,0.0,2.028397566,0.0
130251,295.58,460.48,392.93,339.33,496.59,552.1,423.14,383.75,1.65717245,0.865576681,0.036990456,0.140563735,0.007398091
130352,295.58,460.48,392.93,339.33,496.59,552.1,423.14,383.75,0.6473754,0.608376882,0.0,1.450744872,0.0
130354,295.58,460.48,392.93,339.33,496.59,552.1,423.14,383.75,0.0,0.0,0.0,0.482033304,0.0
130402,294.66,458.79,392.88,340.69,497.37,552.67,425.26,387.02,0.0,0.0,0.110111947,1.780143146,0.0
130404,290.67,456.13,387.48,333.39,490.8,546.38,417.11,377.9,0.0,8.105976975,0.678126478,2.412868633,0.0
130405,282.58,446.77,381.07,330.05,486.11,541.23,415.61,379.63,0.145137881,1.467505241,0.338655056,1.273988066,0.0
130406,272.65,438.41,369.62,316.96,473.6,528.97,402.07,366.12,0.049937578,3.620474407,0.0,0.0,0.0
130407,279.7,445.47,376.45,322.97,480.02,535.52,407.42,369.98,10.33417579,3.791069924,0.673967987,0.0,0.0
130501,333.44,499.19,428.77,370.17,529.61,585.86,449.89,402.6,0.320875802,0.018875047,0.151000378,1.264628162,0.0
130503,326.96,492.2,423.08,365.93,524.81,580.85,446.72,401.24,0.140252454,0.060108195,0.0,0.08014426,0.0
130505,331.35,495.88,428.2,371.93,530.52,586.44,453.08,407.86,0.0,0.086445367,0.0,0.0,0.0
130507,338.21,503.79,433.63,374.93,534.44,590.71,454.44,406.62,0.0,0.0,0.0,0.0,0.0
130551,338.21,503.79,433.63,374.93,534.44,590.71,454.44,406.62,0.316856781,0.0,0.0,0.084495142,0.0
130603,305.5,467.87,405.23,354.82,510.84,565.86,439.93,401.87,0.199225865,1.895491803,0.0,3.255919854,0.0
130604,300.82,463.08,400.78,351.01,506.71,561.63,436.58,399.49,0.037714501,0.452574015,0.0,2.350870576,0.0
130606,292.51,454.14,393.24,345.27,500.08,554.73,431.96,397.1,0.0,16.68314385,0.0,0.444883836,0.0
130652,292.51,454.14,393.24,345.27,500.08,554.73,431.96,397.1,7.639642082,1.179501085,0.0,0.047451193,0.0
130653,292.51,454.14,393.24,345.27,500.08,554.73,431.96,397.1,0.252844501,2.296670881,0.0,2.317741256,0.0
130654,292.51,454.14,393.24,345.27,500.08,554.73,431.96,397.1,0.0,0.765550239,0.0,5.358851675,0.0
130655,292.51,454.14,393.24,345.27,500.08,554.73,431.96,397.1,1.647785788,3.741846893,0.0,4.359766564,0.0
130701,322.64,487.9,418.83,362.01,520.73,576.73,443.14,398.35,0.0,0.0,0.0,6.620209059,0.0
130702,323.65,489.53,419.05,361.04,520.2,576.36,441.43,395.6,0.0,0.0,0.0,8.72569089,0.0
130703,320.63,485.63,417.2,361.04,519.5,575.4,442.6,398.53,0.0,0.0,0.0,10.77475629,0.0
130706,315.99,480.82,412.86,357.41,515.57,571.36,439.52,396.48,0.0,0.0,0.0,9.409924005,0.044702727
130707,318.28,483.4,414.75,358.57,517.02,572.92,440.2,396.37,0.0,0.0,0.0,24.18634333,0.0
130709,314.49,480.05,410.52,353.91,512.5,568.46,435.43,391.64,0.0,0.0,0.0,0.934579439,0.0
130751,314.49,480.05,410.52,353.91,512.5,568.46,435.43,391.64,0.0,0.0,0.0,15.10741511,0.0
140107,309.59,477.97,401.67,339.93,500.23,556.89,418.59,371.35,0.0,0.0,0.0,0.0,0.0
140108,306.58,475.56,397.67,334.86,495.46,552.26,412.97,365.23,0.0,0.0,2.911467617,0.0,0.0
140110,304.03,473.26,394.74,331.61,492.29,549.12,409.61,361.92,0.0,0.0,0.692574067,0.0,0.0
140112,306.01,475.28,396.58,333.15,493.93,550.81,410.89,362.74,0.159066808,0.106044539,0.265111347,3.711558855,0.0
140113,300.44,469.31,391.92,329.96,490.25,546.94,408.84,362.5,0.0,0.0,0.660247593,0.0,0.0
140116,301.64,470.78,392.6,329.92,490.45,547.22,408.31,361.26,0.0,0.0,1.339584729,0.0,0.0
140118,304.22,473.2,395.37,332.78,493.3,550.07,411.12,363.83,0.0,0.0,0.176782557,0.0,0.0
140120,308.54,477.36,399.88,337.26,497.82,554.6,415.41,367.59,0.0,0.0,1.071428571,0.0,0.0
140151,308.54,477.36,399.88,337.26,497.82,554.6,415.41,367.59,0.282268412,0.333589941,0.179625353,11.44470105,0.0
140152,308.54,477.36,399.88,337.26,497.82,554.6,415.41,367.59,0.0,0.0,1.078482328,0.0,0.155925156
140202,280.01,450.46,368.93,305.16,465.83,522.72,383.84,338.79,0.0,1.10314396,2.426916713,20.84942085,0.0
140203,277.69,448.06,366.87,303.56,464.07,520.9,382.63,338.24,0.805305542,2.88962577,0.0,17.43249645,0.0
140205,284.8,455.16,373.77,309.72,470.51,527.44,388.0,342.07,4.001159756,4.233111047,1.565671209,14.78689475,0.0
140206,287.64,458.15,376.13,311.35,472.38,529.4,389.03,342.17,1.807723911,0.575184881,0.0,11.21610518,0.0
140207,287.69,457.97,376.73,312.58,473.43,530.37,390.66,344.27,0.298253089,0.213037921,0.766936515,3.025138475,0.0
140208,286.51,456.59,376.02,312.51,473.16,530.02,391.05,345.3,1.796945193,1.168014376,3.144654088,8.715184187,0.0
140209,282.13,452.2,371.82,308.82,469.28,526.08,387.88,343.1,0.028441411,0.597269625,2.246871445,3.981797497,0.0
140302,290.42,460.67,379.42,315.05,475.99,532.96,392.88,345.96,0.0,6.573239907,0.967634301,18.05138472,0.0
140303,298.91,468.17,389.7,326.98,487.5,544.28,405.46,358.72,0.19563091,0.032605152,0.81512879,0.130420606,0.0
140304,291.81,461.5,381.99,318.94,479.49,536.3,397.52,351.42,0.0,0.0,0.079459674,1.668653159,0.0
140305,296.01,465.59,386.25,323.03,483.67,540.51,401.31,354.54,0.188821752,0.0,0.755287009,15.67220544,0.0
140306,298.34,468.29,387.77,323.41,484.41,541.39,400.88,352.95,0.0,0.721153846,0.480769231,0.0,0.0
140307,295.32,465.39,384.6,320.24,481.21,538.19,397.84,350.29,0.0,0.776397516,0.0,0.0,0.0
140312,291.44,461.44,381.0,317.22,477.99,534.89,395.36,348.76,0.148478099,0.0,0.222717149,0.0,0.0
140401,319.48,486.58,413.29,353.3,513.11,569.54,432.66,385.7,0.151469252,0.03029385,1.029990912,4.786428355,0.0
140405,316.53,485.19,407.91,344.91,505.64,562.47,422.5,373.47,0.315955766,0.0,0.0,0.947867299,0.0
140406,318.84,487.37,410.38,347.46,508.19,565.01,425.01,375.79,0.0,1.948051948,0.0,8.070500928,0.0
140408,315.73,484.01,407.79,345.71,506.15,562.87,423.91,375.69,0.0,0.0,0.0,4.892086331,0.0
140409,318.8,487.07,410.81,348.48,509.02,565.77,426.41,377.66,0.0,0.0,0.0,9.300184162,0.0
140410,313.5,481.6,405.92,344.43,504.68,561.31,423.08,375.58,0.0,0.0,0.0,0.0,0.0
140412,314.53,482.31,407.46,346.57,506.63,563.19,425.55,378.4,0.0,0.0,0.670241287,0.0,0.0
140413,317.4,485.37,409.93,348.36,508.66,565.31,426.82,378.83,0.0,0.0,0.0,2.265625,0.0
140414,323.07,490.75,415.93,354.47,514.78,571.41,432.79,384.28,1.141141141,0.960960961,3.783783784,5.705705706,0.0
140415,324.12,491.36,417.6,356.93,516.99,573.52,435.7,387.7,2.309711286,2.362204724,3.254593176,5.6167979,0.0
140416,321.29,488.08,415.51,355.99,515.65,572.03,435.56,388.78,1.592968965,3.542982697,2.471848393,5.218346608,0.0
140418,319.7,487.44,412.54,351.24,511.47,568.08,429.78,381.75,1.624548736,0.541516245,0.631768953,15.79422383,0.0
140420,316.52,483.06,411.22,352.6,511.92,568.16,432.88,387.31,0.0,0.480947096,0.0,1.146873844,0.0
140422,313.8,479.8,409.3,351.95,510.8,566.86,433.07,388.79,0.0,0.0,0.0,0.506146059,0.0
140423,321.13,487.29,416.21,357.89,517.14,573.35,438.19,392.37,0.0,0.0,0.277117973,0.356294537,0.0
140501,313.03,482.72,402.57,337.48,498.78,555.87,413.85,363.55,0.0,13.68970013,0.782268579,18.77444589,0.0
140502,310.31,479.7,400.53,336.41,497.42,554.39,413.53,364.33,0.0,0.0,0.0,0.0,0.0
140504,312.37,481.5,403.03,339.34,500.24,557.16,416.66,367.56,0.0,0.0,0.0,0.0,0.0
140505,310.39,479.47,401.19,337.79,498.6,555.47,415.37,366.73,0.0,0.0,0.0,0.0,0.0
140510,317.49,486.9,407.46,342.65,503.91,560.97,419.03,368.44,0.0,0.252525253,0.0,0.252525253,0.0
140511,317.88,487.44,407.52,342.3,503.67,560.79,418.38,367.43,0.0,0.0,0.0,0.0,0.0
140513,316.24,486.11,405.32,339.5,501.01,558.2,415.24,363.99,0.0,0.0,3.380782918,13.52313167,0.0
140514,314.77,484.78,403.57,337.51,499.08,556.29,413.15,361.87,0.0,0.0,0.0,0.0,0.0
140515,312.73,482.61,401.85,336.28,497.71,554.86,412.35,361.71,0.0,0.0,0.0,0.0,0.0
140516,309.3,479.19,398.54,333.3,494.62,551.73,409.73,359.76,2.137042062,20.92944369,0.474898236,26.52645862,0.0
140601,305.61,472.88,399.55,340.51,499.88,556.18,420.94,376.24,0.014488554,0.101419878,0.101419878,0.115908432,0.0
140602,309.4,475.6,404.74,347.42,506.22,562.28,428.71,384.92,0.0,0.0,0.0,0.0,0.0
140603,305.38,473.09,398.66,338.74,498.42,554.83,418.67,373.32,0.0,0.0,0.0,0.0,0.0
140607,303.12,470.54,396.9,337.8,497.18,553.48,418.29,373.83,0.0,0.0,0.0,0.0,0.0
140609,309.2,477.28,401.8,340.76,500.83,557.4,419.87,373.21,0.0,0.0,0.19206146,23.17541613,0.0
140610,298.65,466.39,392.08,332.76,492.17,548.5,413.3,369.2,0.737507526,0.30102348,0.105358218,0.0,0.0
140612,310.96,478.18,404.82,345.37,504.93,561.28,425.36,379.74,0.0,2.645502646,0.211640212,0.264550265,0.0
140614,301.15,469.03,394.29,334.44,494.06,550.46,414.57,369.76,0.0,0.0,0.616388687,6.562726613,0.0
140616,296.65,464.27,390.32,331.46,490.7,546.97,412.34,368.82,0.0,0.0,0.0,0.0,0.0
140617,296.65,464.27,390.32,331.46,490.7,546.97,412.34,368.82,0.0,0.0,0.135135135,11.3963964,0.0
140618,310.25,478.06,403.24,342.66,502.59,559.1,422.0,375.59,0.0,0.0,0.0,0.0,0.0
140701,301.79,471.74,391.13,326.44,487.55,544.58,403.56,354.94,0.0,0.0,0.0,0.0,0.0
140705,301.54,472.05,389.58,323.38,484.9,542.11,399.52,349.75,0.0,0.0,0.0,0.0,0.0
140706,298.51,468.83,387.11,321.76,483.03,540.13,398.58,349.85,0.0,0.0,0.0,0.0,0.0
140709,303.44,473.78,391.86,325.99,487.43,544.61,402.25,352.5,0.0,0.0,0.0,0.0,0.0
140710,306.76,476.89,395.55,329.92,491.33,548.48,406.2,356.23,0.0,0.0,0.0,0.0,0.0
140711,305.69,476.08,393.9,327.66,489.22,546.44,403.58,353.25,0.0,0.0,0.0,0.0,0.0
140713,305.9,475.84,395.11,330.03,491.28,548.36,406.71,357.28,0.0,0.0,0.0,0.0,0.0
140714,304.14,473.72,394.15,330.14,491.07,548.02,407.59,359.2,0.0,0.0,0.0,0.0,0.0
140716,299.24,469.82,387.2,321.05,482.54,539.74,397.32,347.88,0.0,0.0,0.0,0.0,0.0
140717,296.61,467.22,384.59,318.63,480.05,537.22,395.13,346.17,0.0,0.0,0.0,0.0,0.0
140801,320.17,490.56,407.95,340.41,502.38,559.78,414.8,361.71,0.0,0.0,0.0,0.0,0.0
140802,321.74,492.26,409.17,341.14,503.24,560.7,415.12,361.46,0.0,0.0,0.0,0.0,0.0
140804,318.12,488.67,405.6,337.81,499.83,557.25,412.12,359.07,0.0,0.0,0.0,0.0,0.0
140805,319.83,490.06,408.01,340.94,502.79,560.13,415.67,363.0,0.0,0.0,0.0,0.0,0.0
140806,320.67,490.6,409.46,343.07,504.76,562.03,418.25,366.03,0.0,0.0,0.0,0.0,0.0
140808,331.1,501.76,417.93,348.73,511.14,568.74,421.48,365.81,0.0,0.0,0.0,0.0,0.0
140809,317.98,488.09,406.46,339.84,501.58,558.86,414.97,362.88,0.0,0.0,0.0,0.0,0.0
140811,318.11,488.83,405.17,336.91,499.04,556.52,410.88,357.44,0.0,0.0,0.0,0.0,0.0
140812,324.67,495.0,412.45,344.67,506.72,564.16,418.71,364.91,0.0,0.0,0.0,0.0,0.0
140813,326.87,497.51,413.88,345.09,507.39,564.94,418.31,363.45,0.0,0.0,0.0,0.0,0.0
140901,285.17,454.48,376.32,314.89,474.89,531.48,394.75,350.75,1.141552511,0.097847358,0.0,0.0,0.0
140902,283.11,452.18,374.78,314.15,473.86,530.35,394.57,351.43,0.0,0.0,0.0,0.0,0.0
140903,282.46,450.99,375.09,315.75,475.03,531.35,396.94,354.84,0.0,0.0,0.0,0.0,0.0
140904,282.0,451.4,373.06,311.75,471.68,528.25,391.81,348.31,0.0,0.0,0.0,0.0,0.0
140905,282.52,452.19,373.02,310.98,471.14,527.82,390.59,346.47,0.0,0.833796554,0.0,0.0,0.0
141001,335.61,503.34,428.05,365.42,526.16,582.97,442.54,391.78,3.103229892,2.976567448,2.279924003,2.406586447,0.126662445
141005,327.62,494.21,421.97,362.29,522.05,578.45,441.55,393.98,0.291909925,0.125104254,2.627189324,0.834028357,0.208507089
141006,330.45,498.04,423.24,361.33,521.82,578.53,439.09,389.44,1.601164483,0.727802038,3.347889374,4.002911208,0.181950509
141007,333.04,499.88,426.89,366.28,526.38,582.92,444.77,395.9,0.703729768,0.633356791,5.207600281,3.342716397,0.0
141051,333.04,499.88,426.89,366.28,526.38,582.92,444.77,395.9,0.093720712,0.0,1.124648547,0.84348641,0.0
141102,297.99,464.95,392.62,334.96,493.78,549.88,416.47,373.71,0.0,0.0,0.0,0.633373934,0.0
141104,303.01,469.55,398.07,340.72,499.48,555.54,422.23,379.13,0.0,0.0,3.149401353,0.0,0.0
141105,281.73,448.87,376.59,320.28,478.45,534.35,403.16,363.39,0.0,0.0,5.555555556,0.0,0.0
141107,284.79,452.15,379.22,322.12,480.62,536.63,404.45,363.72,0.0,0.0,4.610492846,1.033386328,0.0
141109,285.09,451.59,380.74,325.32,483.19,538.97,408.55,369.02,0.0,0.0,4.802259887,0.0,0.0
141110,289.93,456.78,384.94,328.32,486.69,542.64,410.71,369.7,1.359084406,0.0,1.001430615,0.178826896,0.0
141202,320.16,489.26,410.65,346.34,507.47,564.48,422.94,372.45,0.0,0.0,0.0,0.0,0.0
141204,323.27,492.03,414.3,350.5,511.51,568.45,427.31,376.89,0.0,0.0,0.0,0.0,0.0
141205,321.23,489.75,412.73,349.63,510.42,567.28,426.97,377.34,0.0,0.0,0.0,0.0,0.0
141210,322.03,491.71,411.3,345.41,506.98,564.18,420.87,368.91,4.488778055,0.0,0.0,3.075644223,0.0
141211,328.65,497.51,419.36,354.88,516.12,573.15,431.03,379.49,0.0,0.0,0.0,0.0,0.0
141212,330.21,498.59,421.72,358.16,519.14,576.06,434.87,383.91,0.0,0.0,0.0,0.0,0.0
141213,325.0,492.99,417.32,355.05,515.62,572.37,432.79,383.43,0.0,0.0,0.0,0.0,0.0
141214,325.19,494.76,414.62,348.75,510.33,567.54,424.09,371.8,0.0,0.0,0.0,0.0,0.0
141251,325.19,494.76,414.62,348.75,510.33,567.54,424.09,371.8,2.447552448,2.01048951,0.0,0.0,0.0
141252,325.19,494.76,414.62,348.75,510.33,567.54,424.09,371.8,0.0,0.0,0.122070313,0.0,0.0
141301,334.54,503.71,424.51,358.83,520.42,577.61,433.94,380.79,0.957592339,0.0,1.094391245,8.207934337,0.0
141305,340.17,508.59,431.36,366.91,528.2,585.25,442.65,389.95,0.081201786,8.729192042,1.908241981,17.62078766,0.0
141306,335.0,503.69,425.83,361.18,522.5,579.57,436.99,384.65,1.287128713,0.792079208,4.158415842,2.475247525,0.0
141351,335.0,503.69,425.83,361.18,522.5,579.57,436.99,384.65,0.178380307,0.820549411,2.283267927,10.84552265,0.0
141403,286.84,454.95,380.04,321.15,480.31,536.57,402.41,360.08,0.299202128,0.332446809,3.058510638,2.32712766,0.0
141404,289.01,457.52,381.47,321.48,481.04,537.45,402.02,358.59,0.072280448,0.361402241,4.481387785,4.011564872,0.0
141405,284.91,453.33,377.65,318.29,477.59,533.92,399.36,356.92,0.0,0.039872408,0.757575758,6.459330144,0.0
141406,294.77,463.49,386.69,325.65,485.6,542.16,405.32,360.37,0.0,0.166002656,0.26560425,0.531208499,0.0
141408,290.79,458.64,384.3,325.56,484.71,540.95,406.75,364.04,0.0,0.317460317,4.761904762,3.015873016,0.0
141409,285.79,453.61,379.47,321.31,480.2,536.37,403.02,361.36,0.0,0.0,2.954256671,12.2935197,0.0
141411,297.71,466.6,389.24,327.51,487.71,544.36,406.65,360.81,0.270819228,0.67704807,1.624915369,14.01489506,0.0
141503,302.06,472.97,389.12,321.76,483.57,540.92,397.08,346.34,0.0,0.0,0.0,0.0,0.0
141504,300.21,471.22,387.07,319.6,481.43,538.79,394.93,344.34,0.0,0.0,0.0,0.0,0.0
141505,295.87,466.9,382.82,315.73,477.44,534.75,391.52,341.79,0.0,0.0,0.0,0.0,0.0
141508,298.87,470.23,384.79,316.35,478.41,535.88,391.09,339.91,0.0,0.0,0.0,0.0,0.0
141510,302.44,473.58,388.87,320.8,482.79,540.23,395.61,344.25,0.0,0.0,0.0,5.492154066,0.0
141511,303.72,474.7,390.55,322.83,484.75,542.14,397.84,346.6,0.0,0.0,0.0,0.0,0.0
141512,305.58,476.35,392.86,325.56,487.39,544.74,400.76,349.62,0.0,0.0,0.0,1.038961039,0.0
141601,293.75,465.31,379.26,310.69,472.74,530.22,385.58,334.99,0.0,0.0,0.0,0.0,0.0
141602,293.27,464.95,378.43,309.52,471.64,529.16,384.19,333.39,0.0,0.279524808,1.886792453,0.0,0.0
141604,297.43,468.94,382.99,314.24,476.35,533.86,388.82,337.59,0.0,1.888412017,0.600858369,0.0,0.0
141605,300.52,472.23,385.36,315.65,478.0,535.61,389.4,337.0,0.0,0.0,0.0,0.0,0.0
150103,309.46,480.91,394.8,325.11,487.5,545.13,398.44,344.91,0.0,0.0,0.077599586,0.20693223,0.0
150104,312.48,484.08,397.28,326.83,489.41,547.12,399.48,344.96,0.029664788,1.364580243,0.355977455,8.128151884,0.0
150105,311.5,482.69,397.52,328.45,490.72,548.28,402.14,348.85,0.0,0.0,0.0,0.705289673,0.0
150106,305.49,477.05,390.64,320.96,483.33,540.95,394.49,341.47,0.0,0.0,0.0,0.065189048,0.0
150107,314.98,486.25,400.66,331.03,493.45,551.08,404.16,350.0,0.0,0.091407678,0.0,2.193784278,0.0
150109,307.66,478.68,394.25,326.05,488.11,545.56,400.53,348.41,0.611916264,0.0,0.0,1.674718196,0.032206119
150110,312.32,483.29,398.9,330.41,492.56,550.05,404.47,351.55,0.114810563,0.574052813,0.0,1.224646001,0.0
150112,305.12,476.55,390.63,321.38,483.66,541.23,395.25,342.62,0.0,0.0,0.0,0.0,0.0
150201,304.12,475.96,388.39,317.85,480.4,538.11,390.84,337.31,7.132459971,4.754973314,0.339640951,2.911208151,0.0
150202,304.83,477.02,387.86,315.98,478.79,536.65,387.93,333.24,1.102362205,1.653543307,0.0,2.283464567,0.0
